primary_key,date_received,time_received,district,zone,grid,municipality,county,case_type_translation,final_case_type_translation,cleared_by_translation,report_flag
SA201866098,3/3/2018,19:23:13,5,5C,1623,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,N
SA201865887,3/3/2018,16:01:38,5,5A,1396,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,N
SA201866308,3/3/2018,23:36:41,5,5A,1386,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,Y
SA201867240,3/4/2018,22:44:25,5,5C,1635,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,CANCEL,N
SA201867277,3/4/2018,23:46:30,2,2B,544,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,N
SA201867276,3/4/2018,23:45:56,2,2B,523,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,N
SA201867237,3/4/2018,22:41:51,5,5C,1635,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,N
SA201868260,3/5/2018,21:44:48,5,5B,1399,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,N
SA201868124,3/5/2018,18:36:10,2,2B,543,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,Y
SA201869211,3/6/2018,19:15:45,2,2B,532,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,N
SA201869498,3/7/2018,4:03:05,5,5B,1616,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,N
SA201870452,3/7/2018,22:10:45,2,2B,551,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,N
SA201871496,3/8/2018,19:12:50,2,2A,505,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,Y
SA201872960,3/9/2018,22:51:20,2,2A,505,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,N
SA201872961,3/9/2018,22:52:11,2,2A,505,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,CANCEL,N
SA201872347,3/9/2018,14:26:18,2,2B,563,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,N
SA201872869,3/9/2018,21:26:34,5,5B,1622,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,N
SA201872872,3/9/2018,21:30:47,5,5B,1621,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,CANCEL,N
SA201872832,3/9/2018,20:42:56,2,2A,503,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,N
SA201873995,3/10/2018,22:21:35,5,5B,1633,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,N
SA201874046,3/10/2018,23:12:05,5,5B,1633,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,N
SA201873139,3/10/2018,2:47:57,2,2B,563,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,N
SA201873904,3/10/2018,20:17:42,5,5A,1398,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,N
SA201874975,3/11/2018,21:18:16,2,2A,504,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,N
SA201874526,3/11/2018,13:32:48,5,5B,1621,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,N
SA201875117,3/12/2018,:11:23,2,2B,531,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,N
SA201877187,3/13/2018,20:57:48,2,2B,552,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,N
SA201877144,3/13/2018,20:02:50,2,2B,553,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,N
SA201877170,3/13/2018,20:33:05,5,5C,1635,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,N
SA201877165,3/13/2018,20:27:28,5,5B,1614,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,N
SA201877357,3/14/2018,2:08:55,2,2B,564,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,N
SA201879496,3/16/2018,1:30:24,5,5A,1396,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,N
SA201882412,3/18/2018,20:15:00,5,5B,1614,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,Y
SA201881734,3/18/2018,3:06:32,5,5A,1386,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,N
SA201882202,3/18/2018,16:12:36,2,2A,505,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,N
SA201883511,3/19/2018,23:56:59,5,5A,1394,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,N
SA201887470,3/23/2018,19:02:01,2,2B,553,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,N
SA201887660,3/23/2018,23:19:31,5,5B,1369,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,N
SA201887305,3/23/2018,16:14:06,5,5A,1385,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,Y
SA201886767,3/23/2018,1:53:36,5,5B,1622,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,Y
SA201888677,3/24/2018,23:56:24,2,2A,503,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,N
SA201888679,3/24/2018,23:57:20,2,2A,503,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,CANCEL,N
SA201889512,3/25/2018,22:26:22,5,5C,1623,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,N
SA201888710,3/25/2018,:38:39,5,5B,1604,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,Y
SA201888821,3/25/2018,4:54:57,5,5A,1396,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,N
SA201888775,3/25/2018,2:26:27,5,5A,1394,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,N
SA201889538,3/25/2018,23:06:21,2,2A,514,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,N
SA201890522,3/26/2018,22:40:35,5,5B,1604,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,N
SA201890677,3/27/2018,6:14:56,2,2B,531,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,N
SA201891327,3/27/2018,20:31:17,2,2A,512,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,N
SA201891246,3/27/2018,18:37:30,5,5B,1621,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,N
SA201892384,3/28/2018,21:19:56,2,2B,553,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,CANCEL,N
SA201892081,3/28/2018,15:52:52,2,2B,563,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,N
SA201892427,3/28/2018,22:23:36,2,2C,603,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,Y
SA201892364,3/28/2018,20:58:25,2,2C,603,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,CANCEL,N
SA201892382,3/28/2018,21:19:33,2,2B,553,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,Y
SA201892414,3/28/2018,22:02:27,2,2B,551,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,N
SA201892344,3/28/2018,20:18:02,2,2B,553,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,N
SA201892362,3/28/2018,20:57:54,2,2C,603,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,Y
SA201893338,3/29/2018,20:24:25,2,2B,546,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,N
SA201893481,3/29/2018,23:19:49,2,2B,553,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,N
SA201894204,3/30/2018,18:05:42,2,2B,552,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,N
SA201894407,3/30/2018,21:41:21,2,2B,521,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,N
SA201893804,3/30/2018,10:08:31,6,6A,1014,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,N
SA201894197,3/30/2018,17:57:56,2,2B,564,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,N
SA201894559,3/31/2018,1:23:37,5,5B,1603,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,N
SA201895460,3/31/2018,22:41:37,6,6A,1081,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,N
SA201895249,3/31/2018,18:56:48,6,6B,1421,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,N
SA201894533,3/31/2018,:30:22,6,6A,1081,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,N
SA201896416,4/1/2018,22:45:55,2,2B,552,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,Y
SA201896298,4/1/2018,20:28:45,UNINCORPORATED COUNTY,UNINCORPORATED COUNTY,UNINCORPORATED COUNTY,SACRAMENTO COUNTY,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,CANCEL,N
SA201896433,4/1/2018,23:12:37,6,6A,1051,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,N
SA201896211,4/1/2018,18:45:38,5,5B,1604,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,N
SA201897420,4/2/2018,22:15:48,UNINCORPORATED COUNTY,UNINCORPORATED COUNTY,UNINCORPORATED COUNTY,SACRAMENTO COUNTY,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,CANCEL,N
SA201896506,4/2/2018,1:37:31,6,6A,1051,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,Y
SA201897417,4/2/2018,22:13:22,UNINCORPORATED COUNTY,UNINCORPORATED COUNTY,UNINCORPORATED COUNTY,SACRAMENTO COUNTY,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,CANCEL,N
SA201898416,4/3/2018,21:02:09,6,6A,1051,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,N
SA201898334,4/3/2018,19:30:55,2,2B,541,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,N
SA201898580,4/4/2018,1:41:18,2,2B,525,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,N
SA201899123,4/4/2018,16:08:49,2,2B,531,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,N
SA201899550,4/5/2018,1:14:08,2,2B,563,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,N
SA2018100444,4/5/2018,21:46:19,5,5B,1369,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,N
SA2018100311,4/5/2018,18:42:15,5,5B,1399,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,N
SA2018101373,4/6/2018,19:56:10,5,5B,1602,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,N
SA2018101061,4/6/2018,14:42:13,6,6A,1052,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,N
SA2018102557,4/7/2018,23:19:08,2,2A,515,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,N
SA2018101583,4/7/2018,:13:05,5,5B,1621,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,N
SA2018102490,4/7/2018,22:12:57,2,2A,502,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,N
SA2018101622,4/7/2018,1:16:41,5,5C,1623,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,N
SA2018102788,4/8/2018,4:14:38,5,5A,1396,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,CANCEL,N
SA2018102772,4/8/2018,3:54:21,2,2B,541,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,CANCEL,N
SA2018103598,4/8/2018,23:56:27,2,2B,531,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,N
SA2018102775,4/8/2018,3:54:40,2,2B,552,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,Y
SA2018103417,4/8/2018,20:06:15,6,6A,1061,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,N
SA2018102776,4/8/2018,3:55:02,2,2B,552,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,CANCEL,N
SA2018102785,4/8/2018,4:13:42,5,5A,1396,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,N
SA2018104461,4/9/2018,19:40:16,2,2B,563,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,Y
SA2018104669,4/10/2018,:10:20,5,5B,1622,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,N
SA2018105315,4/10/2018,16:10:48,6,6B,1084,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,CANCEL,N
SA2018105314,4/10/2018,16:10:46,6,6B,1084,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,N
SA2018104684,4/10/2018,:30:18,UNINCORPORATED COUNTY,UNINCORPORATED COUNTY,UNINCORPORATED COUNTY,SACRAMENTO COUNTY,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,CANCEL,N
SA2018104808,4/10/2018,7:01:05,5,5A,1394,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,N
SA2018104742,4/10/2018,2:53:00,6,6A,1042,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,Y
SA2018105066,4/10/2018,12:09:22,UNINCORPORATED COUNTY,UNINCORPORATED COUNTY,UNINCORPORATED COUNTY,SACRAMENTO COUNTY,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,N
SA2018106285,4/11/2018,14:04:34,2,2A,515,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,N
SA2018106478,4/11/2018,16:48:06,6,6B,1084,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,N
SA2018107774,4/12/2018,17:59:45,6,6A,1021,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,CANCEL,N
SA2018107890,4/12/2018,19:31:51,5,5B,1622,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,N
SA2018108064,4/12/2018,23:02:55,2,2B,563,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,Y
SA2018106891,4/12/2018,1:20:42,2,2C,604,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,N
SA2018109243,4/13/2018,21:56:08,2,2B,552,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,N
SA2018108794,4/13/2018,15:29:43,6,6A,1052,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,N
SA2018108122,4/13/2018,:34:44,2,2A,512,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,N
SA2018109159,4/13/2018,20:34:56,5,5B,1621,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,N
SA2018110059,4/14/2018,17:40:21,5,5B,1603,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,N
SA2018110172,4/14/2018,19:16:16,6,6A,1031,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,N
SA2018110360,4/14/2018,22:12:13,2,2B,523,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,N
SA2018110142,4/14/2018,18:47:31,2,2B,563,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,Y
SA2018110490,4/15/2018,:19:14,2,2B,523,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,N
SA2018111224,4/15/2018,17:06:23,2,2B,531,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,N
SA2018110625,4/15/2018,3:37:29,2,2A,512,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,N
SA2018111303,4/15/2018,18:23:39,UNINCORPORATED COUNTY,UNINCORPORATED COUNTY,UNINCORPORATED COUNTY,SACRAMENTO COUNTY,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,CANCEL,N
SA2018111673,4/16/2018,3:46:45,4,4B,969,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,N
SA2018112652,4/16/2018,23:39:33,UNINCORPORATED COUNTY,UNINCORPORATED COUNTY,UNINCORPORATED COUNTY,SACRAMENTO COUNTY,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,CANCEL,N
SA2018111675,4/16/2018,3:50:31,4,4B,969,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,CANCEL,N
SA2018111677,4/16/2018,3:55:44,6,6A,1081,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,CANCEL,N
SA2018113130,4/17/2018,13:31:19,2,2B,531,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,N
SA2018113933,4/18/2018,9:11:56,2,2B,542,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,N
SA2018114765,4/18/2018,22:19:38,2,2C,603,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,N
SA2018115883,4/19/2018,22:48:06,5,5B,1621,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,N
SA2018115657,4/19/2018,18:33:50,6,6A,1014,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,N
SA2018115768,4/19/2018,20:04:54,5,5A,1363,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,N
SA2018117141,4/20/2018,23:33:36,6,6A,1081,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,N
SA2018118133,4/21/2018,20:51:15,2,2B,532,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,N
SA2018118245,4/21/2018,22:49:46,2,2B,563,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,N
SA2018117264,4/21/2018,2:37:03,2,2B,523,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,Y
SA2018118446,4/22/2018,3:19:21,2,2B,563,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,N
SA2018119257,4/22/2018,22:27:22,5,5B,1631,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,Y
SA2018118609,4/22/2018,9:57:48,5,5A,1398,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,N
SA2018118465,4/22/2018,4:07:08,5,5C,1635,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,N
SA2018119291,4/22/2018,23:07:16,2,2B,541,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,N
SA2018119452,4/23/2018,4:50:16,2,2B,551,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,N
SA2018120609,4/24/2018,3:56:07,2,2A,512,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,N
SA2018121647,4/24/2018,23:59:50,6,6A,1081,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,N
SA2018120632,4/24/2018,6:15:22,5,5B,1603,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,N
SA2018120576,4/24/2018,2:00:31,2,2B,553,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,N
SA2018120579,4/24/2018,2:14:55,2,2B,542,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,N
SA2018121609,4/24/2018,22:49:50,UNINCORPORATED COUNTY,UNINCORPORATED COUNTY,UNINCORPORATED COUNTY,SACRAMENTO COUNTY,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,CANCEL,N
SA2018122657,4/25/2018,20:47:50,2,2A,515,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,CANCEL,N
SA2018121662,4/25/2018,:29:22,UNINCORPORATED COUNTY,UNINCORPORATED COUNTY,UNINCORPORATED COUNTY,SACRAMENTO COUNTY,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,CANCEL,N
SA2018123923,4/26/2018,22:03:26,4,4B,958,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,N
SA2018123927,4/26/2018,22:10:13,2,2A,503,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,N
SA2018123608,4/26/2018,17:20:24,2,2A,503,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,N
SA2018125195,4/27/2018,22:08:29,2,2B,564,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,N
