Type,Respond ID,Date,Time,Address,Zone,Rounds,CAD ID,Beat,District,Latitude,Longitude
Multiple Gunshots,99-119181,5/20/18,10:08:42,"1069 John Ave, San Pablo, CA",SanPabloCA,10,18-13667,1,,37.97939163,-122.3512667
Probable Gunfire,99-119039,5/17/18,0:49:08,"1301-1339 Contra Costa Ave, San Pablo, CA",SanPabloCA,3,,2,,37.95164077,-122.3310406
Single Gunshot,99-118898,5/13/18,19:53:39,"1650 Espanillo Ct, San Pablo, CA",SanPabloCA,1,18-13029,1,,37.98017044,-122.3469209
Single Gunshot,99-118868,5/13/18,10:49:38,"2301-2369 Rumrill Blvd, San Pablo, CA",SanPabloCA,1,E18-12989,1,,37.96605568,-122.3523512
Single Gunshot,99-118785,5/11/18,0:15:39,"2600-2646 Giant Road, San Pablo, CA",SanPabloCA,1,12719,1,,37.9703336,-122.3554829
Probable Gunfire,99-118697,5/8/18,18:20:19,"14041 San Pablo Ave, San Pablo, CA",SanPabloCA,1,,3,,37.96100344,-122.3434444
Single Gunshot,99-118547,5/6/18,11:07:16,"2600 Mission Bell Dr, San Pablo, CA",SanPabloCA,1,,1,,37.96834134,-122.341649
Probable Gunfire,99-118480,5/6/18,9:24:33,"Campus Dr, San Pablo, CA",SanPabloCA,1,,1,,37.96826868,-122.3415884
Single Gunshot,99-118470,5/6/18,9:08:32,"Campus Dr, San Pablo, CA",SanPabloCA,1,,1,,37.96827391,-122.3416155
Multiple Gunshots,99-118336,5/3/18,23:56:04,"1518-1598 Stanton Ave, San Pablo, CA",SanPabloCA,4,11979,1,,37.97825689,-122.346448
Single Gunshot,99-118240,4/29/18,20:42:17,"2230 Alfreda Blvd, San Pablo, CA",SanPabloCA,1,,3,,37.95252677,-122.3481554
Multiple Gunshots,99-118168,4/28/18,22:48:56,"911-919 Trenton Blvd, San Pablo, CA",SanPabloCA,9,11485,1,,37.97037424,-122.3548571
Multiple Gunshots,99-118167,4/28/18,22:48:55,"929-933 Trenton Blvd, San Pablo, CA",SanPabloCA,11,11485,1,,37.97029169,-122.3545279
Multiple Gunshots,99-118166,4/28/18,22:48:39,"932 Trenton Blvd, San Pablo, CA",SanPabloCA,5,11485,1,,37.97030921,-122.3546961
Single Gunshot,99-118094,4/28/18,2:36:45,"3533 Rheem Ave, San Pablo, CA",SanPabloCA,1,18-11397,2,,37.95008193,-122.3327729
Multiple Gunshots,99-118046,4/25/18,14:50:46,"900 Randy Ln, San Pablo, CA",SanPabloCA,3,11152,3,,37.96548745,-122.3565402
Single Gunshot,99-118029,4/24/18,19:26:44,"2009 Bush Ave, San Pablo, CA",SanPabloCA,1,,3,,37.95591152,-122.3498788
Single Gunshot,99-118027,4/24/18,19:26:42,"2009 Bush Ave, San Pablo, CA",SanPabloCA,1,,3,,37.95589812,-122.3498623
Multiple Gunshots,99-117922,4/21/18,22:58:12,"1421 Bush Ave, San Pablo, CA",SanPabloCA,3,10819,3,,37.95581018,-122.3551076
Single Gunshot,99-117896,4/20/18,16:32:14,"1019 Stanton Ave, San Pablo, CA",SanPabloCA,3,,1,,37.97868734,-122.3512024
Multiple Gunshots,99-117778,4/17/18,22:00:53,"2777-2801 Giant Road, San Pablo, CA",SanPabloCA,2,18-10414,1,,37.97197558,-122.3549957
Multiple Gunshots,99-117777,4/17/18,22:00:39,"2780 Giant Road, San Pablo, CA",SanPabloCA,6,18-10414,1,,37.97178091,-122.354971
Single Gunshot,99-117670,4/16/18,2:47:40,"2750-2758 Rumrill Blvd, San Pablo, CA",SanPabloCA,1,,1,,37.96877646,-122.3445306
Single Gunshot,99-117521,4/14/18,3:20:09,"1881 23rd St, San Pablo, CA",SanPabloCA,1,18-10022,3,,37.95837953,-122.3472863
Probable Gunfire,99-117490,4/13/18,9:00:41,"3014 Giant Road, San Pablo, CA",SanPabloCA,3,E18-9944,1,,37.97482305,-122.3540043
Single Gunshot,99-117483,4/13/18,1:56:55,"1500 Lake St, San Pablo, CA",SanPabloCA,1,18-9934,1,,37.9717275,-122.3490096
Multiple Gunshots,99-117224,4/8/18,1:14:41,"1500 23rd St, San Pablo, CA",SanPabloCA,3,,3,,37.95504707,-122.3472761
Multiple Gunshots,99-117211,4/7/18,19:05:06,"2777 Giant Road, San Pablo, CA",SanPabloCA,2,9435,1,,37.97104929,-122.3552857
Multiple Gunshots,99-117181,4/7/18,12:25:46,"910 John Ave, San Pablo, CA",SanPabloCA,6,9406,1,,37.97926173,-122.35266
Multiple Gunshots,99-117180,4/7/18,12:25:37,"3400 Murra Ct, San Pablo, CA",SanPabloCA,6,E18-9407,1,,37.97974016,-122.3488112
Probable Gunfire,99-117124,4/6/18,21:07:43,"2600-2622 Church Ln, San Pablo, CA",SanPabloCA,1,18-9344,1,,37.96216033,-122.3363243
Single Gunshot,99-117118,4/6/18,10:54:00,"2237-2273 Market Ave, San Pablo, CA",SanPabloCA,1,259,3,,37.95715581,-122.3479123
Multiple Gunshots,99-117109,4/5/18,19:51:23,"1211 Trenton Blvd, San Pablo, CA",SanPabloCA,11,18-9284,1,,37.97036657,-122.351667
Multiple Gunshots,99-117036,4/2/18,23:01:00,"1401-1405 23rd St, San Pablo, CA",SanPabloCA,4,,3,,37.95433469,-122.347462
Single Gunshot,99-116972,3/31/18,19:04:34,"1651-1699 Stanton Ave, San Pablo, CA",SanPabloCA,1,18-8804,1,,37.9792221,-122.3453726
Single Gunshot,99-116884,3/28/18,21:20:00,"1501-1599 19th St, San Pablo, CA",SanPabloCA,1,,3,,37.95507334,-122.351408
Single Gunshot,99-116882,3/28/18,21:19:48,"1725b Pine Ave, San Pablo, CA",SanPabloCA,1,,3,,37.95504592,-122.3514317
Multiple Gunshots,99-116857,3/28/18,13:07:39,"1727-1739 Rd 20, San Pablo, CA",SanPabloCA,2,,1,,37.96424714,-122.3507983
Multiple Gunshots,99-116765,3/25/18,15:31:00,"1950 Espanola Dr, San Pablo, CA",SanPabloCA,8,S18-8195,1,,37.97763324,-122.3426897
Probable Gunfire,99-116743,3/25/18,13:35:48,"935-1003 Stanton Ave, San Pablo, CA",SanPabloCA,9,S18-8189,1,,37.97855449,-122.3520479
Single Gunshot,99-116673,3/24/18,13:30:32,"2138 Market Ave, San Pablo, CA",SanPabloCA,1,,3,,37.95665185,-122.3482911
Multiple Gunshots,99-116672,3/24/18,13:30:24,"2200 Market Ave, San Pablo, CA",SanPabloCA,2,,3,,37.95658676,-122.3482576
Multiple Gunshots,99-116670,3/24/18,13:08:06,"2540 Church Ln, San Pablo, CA",SanPabloCA,2,,2,,37.96021328,-122.3369655
Multiple Gunshots,99-116570,3/20/18,0:22:09,"1070-1098 John Ave, San Pablo, CA",SanPabloCA,2,E18-7711,1,,37.97905411,-122.3511962
Multiple Gunshots,99-116547,3/18/18,13:10:43,"14300-14306 San Pablo Ave, San Pablo, CA",SanPabloCA,2,18-7585,1,,37.96496756,-122.3448611
Multiple Gunshots,99-116529,3/18/18,4:41:12,"Interstate 80, San Pablo, CA",SanPabloCA,4,18-7563,2,,37.95430061,-122.3287011
Probable Gunfire,99-116518,3/17/18,18:31:05,"15105-15109 San Pablo Ave, San Pablo, CA",SanPabloCA,6,E18-7512,1,,37.97794819,-122.3422117
Multiple Gunshots,99-116517,3/17/18,18:28:11,"1127 Miner Ave, San Pablo, CA",SanPabloCA,3,E18-7511,1,,37.97967925,-122.3495797
Probable Gunfire,99-116516,3/17/18,17:51:48,"3421 11th St, San Pablo, CA",SanPabloCA,6,18-7507,1,,37.97946927,-122.3506529
Single Gunshot,99-116301,3/13/18,0:33:18,"14401 San Pablo Ave, San Pablo, CA",SanPabloCA,1,18-7040,1,,37.9660848,-122.3447279
Single Gunshot,99-116169,3/9/18,21:20:28,"1857-1865 Rumrill Blvd, San Pablo, CA",SanPabloCA,1,18-6706,3,,37.96012153,-122.3569117
Probable Gunfire,99-116094,3/6/18,17:04:21,"1533-1539 Humboldt Ave, San Pablo, CA",SanPabloCA,1,18-6386,2,,37.95473111,-122.3298673
Single Gunshot,99-116079,3/6/18,3:33:15,"2844 12th St, San Pablo, CA",SanPabloCA,1,,1,,37.97336026,-122.3514016
Probable Gunfire,99-116063,3/4/18,15:57:08,"2401-2599 Ridge Rd, San Pablo, CA",SanPabloCA,1,s18-6152,2,,37.95932541,-122.336196
Probable Gunfire,99-116054,3/3/18,21:42:25,"2555 Church Ln, San Pablo, CA",SanPabloCA,1,,3,,37.96168398,-122.3368499
Single Gunshot,99-116012,3/3/18,10:04:01,"2853 Valencia Way, San Pablo, CA",SanPabloCA,1,18-6025,1,,37.97113922,-122.3413187
Single Gunshot,99-116008,3/3/18,8:49:18,"2543-2651 San Pablo Dam Rd, San Pablo, CA",SanPabloCA,1,,2,,37.95574731,-122.3303049
Probable Gunfire,99-115684,2/22/18,1:47:56,"2330-2340 Rumrill Blvd, San Pablo, CA",SanPabloCA,1,S18-5110,1,,37.96539906,-122.3534397
Probable Gunfire,99-115578,2/18/18,9:41:55,"2844 16th St, San Pablo, CA",SanPabloCA,3,E18-4763,1,,37.97246343,-122.3481441
Probable Gunfire,99-115566,2/17/18,23:36:23,"1735 Costa Ave, San Pablo, CA",SanPabloCA,1,18-4729,3,,37.95061554,-122.3529591
Probable Gunfire,99-115520,2/16/18,23:58:52,"1206 Stonington Ave, San Pablo, CA",SanPabloCA,1,,1,,37.9766105,-122.3506691
Probable Gunfire,99-115510,2/16/18,19:44:04,"901 Rivers St, San Pablo, CA",SanPabloCA,2,554,1,,37.97437224,-122.353238
Probable Gunfire,99-115470,2/16/18,4:00:00,"Interstate 80, San Pablo, CA",SanPabloCA,1,18-4536,2,,37.9567981,-122.3309289
Multiple Gunshots,99-115430,2/14/18,19:09:53,"2079 23rd St, San Pablo, CA",SanPabloCA,12,18-4415,3,,37.96162832,-122.3471988
Probable Gunfire,99-115359,2/12/18,14:57:48,"1120-1126 Miner Ave, San Pablo, CA",SanPabloCA,6,18-4192,1,,37.97954959,-122.3497976
Multiple Gunshots,99-115302,2/11/18,11:51:08,"5999 Wyman St, San Pablo, CA",SanPabloCA,9,E18-4118,2,,37.95889407,-122.3230919
Multiple Gunshots,99-115267,2/11/18,1:08:43,"1601 Miner Ave, San Pablo, CA",SanPabloCA,15,,1,,37.97837659,-122.346167
Single Gunshot,99-115256,2/10/18,23:02:52,"2455 San Pablo Dam Rd, San Pablo, CA",SanPabloCA,1,,2,,37.95588959,-122.331068
Probable Gunfire,99-115226,2/10/18,11:29:00,"1150 Brookside Dr, San Pablo, CA",SanPabloCA,7,E18-3996,3,,37.96419852,-122.3568476
Probable Gunfire,99-115165,2/9/18,10:38:30,"2336 21st St, San Pablo, CA",SanPabloCA,3,18-3898,1,,37.96410566,-122.3469175
Probable Gunfire,99-115098,2/7/18,21:37:24,"2335 21st St, San Pablo, CA",SanPabloCA,3,,1,,37.96421727,-122.3476415
Probable Gunfire,99-115014,2/5/18,11:17:10,"1028-1098 Miner Ave, San Pablo, CA",SanPabloCA,3,,1,,37.97941809,-122.3508733
Single Gunshot,99-114995,2/4/18,23:21:09,"2232 Co Hwy 20, San Pablo, CA",SanPabloCA,1,S18-3442,1,,37.96276469,-122.3458857
Single Gunshot,99-114792,2/2/18,18:32:21,"14316-14330 San Pablo Ave, San Pablo, CA",SanPabloCA,1,,1,,37.96529581,-122.3447538
Single Gunshot,99-114749,2/1/18,23:30:25,"1865-1883 Rumrill Blvd, San Pablo, CA",SanPabloCA,1,,3,,37.96045485,-122.3566201
Multiple Gunshots,99-114747,2/1/18,23:11:36,"14625 San Pablo Ave, San Pablo, CA",SanPabloCA,2,18-3156,1,,37.9692861,-122.3438686
Multiple Gunshots,99-114720,1/31/18,21:01:27,"933 Trenton Blvd, San Pablo, CA",SanPabloCA,6,,1,,37.97080592,-122.3543045
Probable Gunfire,99-114658,1/28/18,21:09:42,"1701-1711 Pablo Vista Ave, San Pablo, CA",SanPabloCA,1,,1,,37.97782198,-122.3458753
Probable Gunfire,99-114637,1/27/18,22:30:13,"Interstate 80, San Pablo, CA",SanPabloCA,3,,2,,37.9522709,-122.3279845
Multiple Gunshots,99-114634,1/27/18,20:40:41,"1640-1720 Rd 20, San Pablo, CA",SanPabloCA,2,,1,,37.96435485,-122.3512316
Probable Gunfire,99-114473,1/24/18,14:28:50,"2526 Market Ave, San Pablo, CA",SanPabloCA,1,18-2302,3,,37.95603175,-122.3442923
Multiple Gunshots,99-114414,1/22/18,1:09:11,"2611-2669 Rumrill Blvd, San Pablo, CA",SanPabloCA,2,E18-02023,1,,37.96849045,-122.3458056
Probable Gunfire,99-114401,1/21/18,14:12:20,"1101-1115 Miner Ave, San Pablo, CA",SanPabloCA,6,,1,,37.97962141,-122.3499536
Multiple Gunshots,99-114385,1/21/18,4:51:02,"2450 20th St, San Pablo, CA",SanPabloCA,4,309,1,,37.96591628,-122.3473806
Probable Gunfire,99-114375,1/21/18,0:22:11,"1300 Rumrill Blvd, San Pablo, CA",SanPabloCA,1,267,3,,37.95239719,-122.356988
Multiple Gunshots,99-114073,1/10/18,22:35:17,"1641-1699 27th St, San Pablo, CA",SanPabloCA,6,,3,,37.9557983,-122.3429528
Probable Gunfire,99-113958,1/9/18,9:33:50,"2944-2952 13th St, San Pablo, CA",SanPabloCA,3,,1,,37.9744807,-122.349772
Multiple Gunshots,99-113851,1/4/18,17:39:50,"16 Tasco Ct, San Pablo, CA",SanPabloCA,3,17-376,1,,37.98140614,-122.3453476
Single Gunshot,99-113795,1/2/18,20:36:49,"1101-1115 Miner Ave, San Pablo, CA",SanPabloCA,1,,1,,37.97961055,-122.3499694
Multiple Gunshots,99-113778,1/2/18,11:13:24,"2110 Espanola Dr, San Pablo, CA",SanPabloCA,3,18-145,1,,37.97943177,-122.3408692
Probable Gunfire,99-113768,1/1/18,20:23:51,"2701 19th St, San Pablo, CA",SanPabloCA,1,,1,,37.96916042,-122.3469339
Probable Gunfire,99-113769,1/1/18,20:23:51,"2701 19th St, San Pablo, CA",SanPabloCA,2,,1,,37.96915448,-122.3469563
Probable Gunfire,99-113767,1/1/18,20:23:41,"2701 19th St, San Pablo, CA",SanPabloCA,10,,1,,37.96917889,-122.3469115
Multiple Gunshots,99-113654,1/1/18,1:38:18,"5500 Glenn Ave, San Pablo, CA",SanPabloCA,7,,2,,37.94950256,-122.3247599
Multiple Gunshots,99-113653,1/1/18,1:38:10,"2802-2828 Valencia Way, San Pablo, CA",SanPabloCA,8,,1,,37.97015865,-122.341684
Multiple Gunshots,99-113651,1/1/18,1:37:23,"5739 McBryde Ave, San Pablo, CA",SanPabloCA,5,,2,,37.95174129,-122.3227432
Probable Gunfire,99-113596,1/1/18,0:37:36,"1700 Emeric Ave, San Pablo, CA",SanPabloCA,1,,3,,37.95414503,-122.3527547
Multiple Gunshots,99-113573,1/1/18,0:28:49,"2849-2855 11th St, San Pablo, CA",SanPabloCA,2,,1,,37.97348917,-122.3524606
Probable Gunfire,99-113546,1/1/18,0:23:24,"1327 Bush Ave, San Pablo, CA",SanPabloCA,3,,3,,37.95596128,-122.3563064
Multiple Gunshots,99-113544,1/1/18,0:22:44,"2855 11th St, San Pablo, CA",SanPabloCA,7,18-00011,1,,37.97351094,-122.3524266
Multiple Gunshots,99-113538,1/1/18,0:20:58,"1821 Acapulco Dr, San Pablo, CA",SanPabloCA,4,18-00009,1,,37.97976272,-122.3427257
Multiple Gunshots,99-113522,1/1/18,0:16:46,"12 Sheffield Ct, San Pablo, CA",SanPabloCA,4,18-00006,1,,37.96912915,-122.3521163
Multiple Gunshots,99-113501,1/1/18,0:12:29,"5405 Morrow Dr, San Pablo, CA",SanPabloCA,10,18-00001,2,,37.96044481,-122.3285704
Multiple Gunshots,99-113492,1/1/18,0:10:26,"1474 Madrone Way, San Pablo, CA",SanPabloCA,4,,1,,37.97575967,-122.3471558
Multiple Gunshots,99-113491,1/1/18,0:10:19,"3114 Larchmont Ln, San Pablo, CA",SanPabloCA,3,,1,,37.97577889,-122.3471454
Single Gunshot,99-113401,12/31/17,23:24:53,"14008 San Pablo Ave, San Pablo, CA",SanPabloCA,1,,3,,37.96133155,-122.3434734
Single Gunshot,99-112757,12/31/17,16:56:48,"929 Trenton Blvd, San Pablo, CA",SanPabloCA,1,,1,,37.97044835,-122.3544992
Multiple Gunshots,99-112561,12/30/17,15:12:41,"2854 Del Camino Dr, San Pablo, CA",SanPabloCA,8,S17-32928,1,,37.97126858,-122.3422002
Multiple Gunshots,99-112517,12/29/17,15:13:22,"2501-2687 Moraga Rd, San Pablo, CA",SanPabloCA,3,,1,,37.96789986,-122.3393058
Multiple Gunshots,99-112503,12/28/17,20:51:54,"2311 Douglas St, San Pablo, CA",SanPabloCA,5,S17-32788,1,,37.96624231,-122.3532295
Multiple Gunshots,99-112500,12/28/17,20:32:33,"2400-2406 Merritt Ave, San Pablo, CA",SanPabloCA,5,S17-32785,1,,37.96529821,-122.3495972
Single Gunshot,99-112499,12/28/17,20:32:19,"2400 Merritt Ave, San Pablo, CA",SanPabloCA,1,S17-32785,1,,37.96527208,-122.3497809
Multiple Gunshots,99-112410,12/26/17,1:15:42,"901-911 John Ave, San Pablo, CA",SanPabloCA,7,S17-32501,1,,37.97945386,-122.3528377
Multiple Gunshots,99-112375,12/25/17,1:13:13,"1805 Miner Ave, San Pablo, CA",SanPabloCA,3,S17-32449,1,,37.97620117,-122.3454105
Multiple Gunshots,99-112186,12/24/17,19:58:03,"2200 Espanola Dr, San Pablo, CA",SanPabloCA,2,,1,,37.97944207,-122.3406719
Multiple Gunshots,99-111986,12/21/17,22:14:56,"2779-2785 15th St, San Pablo, CA",SanPabloCA,3,17-32173,1,,37.97135739,-122.3494842
Multiple Gunshots,99-111985,12/21/17,22:14:09,"2030-2098 Lake St, San Pablo, CA",SanPabloCA,3,17-32173,1,,37.97050576,-122.3444965
Multiple Gunshots,99-111875,12/19/17,21:09:08,"2501 22nd St, San Pablo, CA",SanPabloCA,2,,1,,37.96647581,-122.3455038
Multiple Gunshots,99-111841,12/17/17,17:49:04,"2457-2499 Rumrill Blvd, San Pablo, CA",SanPabloCA,3,,1,,37.96695569,-122.3501682
Probable Gunfire,99-111746,12/14/17,23:18:22,"2432 Market Ave, San Pablo, CA",SanPabloCA,1,,3,,37.95597254,-122.3448824
Multiple Gunshots,99-111669,12/11/17,2:02:22,"1405-1411 Rumrill Blvd, San Pablo, CA",SanPabloCA,4,17-31156,3,,37.95399197,-122.3569594
Single Gunshot,99-111668,12/11/17,2:01:05,"1405-1411 Rumrill Blvd, San Pablo, CA",SanPabloCA,1,17-31156,3,,37.95391124,-122.3569744
Single Gunshot,99-111657,12/10/17,18:16:28,"1722-1792 Sanford Ave, San Pablo, CA",SanPabloCA,4,S17-31134,3,,37.95083765,-122.3523681
Multiple Gunshots,99-111646,12/9/17,21:27:48,"1441-1499 Broadway Ave, San Pablo, CA",SanPabloCA,2,17-31066,1,,37.97263977,-122.3493273
Multiple Gunshots,99-111645,12/9/17,21:26:12,"14700 San Pablo Ave, San Pablo, CA",SanPabloCA,3,17-31065,1,,37.9705939,-122.3432921
Single Gunshot,99-111591,12/8/17,3:46:36,"1865-1875 Mason St, San Pablo, CA",SanPabloCA,1,,3,,37.95771894,-122.3453417
Multiple Gunshots,99-111572,12/6/17,19:49:01,"1201 Trenton Blvd, San Pablo, CA",SanPabloCA,6,CFS567,1,,37.97053122,-122.351975
Single Gunshot,99-111550,12/4/17,17:22:51,"Interstate 80, San Pablo, CA",SanPabloCA,1,17-30567,2,,37.9519019,-122.3277475
Probable Gunfire,99-111394,11/29/17,22:08:47,"1401-1499 Lake St, San Pablo, CA",SanPabloCA,5,17-30170,1,,37.97198972,-122.3496477
Multiple Gunshots,99-111173,11/23/17,1:27:15,"2680 Giant Road, San Pablo, CA",SanPabloCA,6,,1,,37.97072624,-122.3552776
Probable Gunfire,99-111087,11/18/17,20:08:41,"2828-2860 Valencia Way, San Pablo, CA",SanPabloCA,1,17-29174,1,,37.97075815,-122.3410191
Single Gunshot,99-111059,11/17/17,22:50:46,"1808-1898 Pine Ave, San Pablo, CA",SanPabloCA,1,,3,,37.95489158,-122.3514452
Multiple Gunshots,99-110960,11/12/17,20:14:57,"31 Haviland Ct, San Pablo, CA",SanPabloCA,5,S17-28659,1,,37.96955825,-122.3538881
Probable Gunfire,99-110946,11/12/17,13:43:35,"1810 Bush Ave, San Pablo, CA",SanPabloCA,1,S17-28639,3,,37.95539076,-122.3515294
Probable Gunfire,99-110918,11/11/17,19:01:11,"Campus Dr, San Pablo, CA",SanPabloCA,1,17-28568,1,,37.97086992,-122.3408026
Probable Gunfire,99-110909,11/11/17,16:24:01,"1132-1134 Miner Ave, San Pablo, CA",SanPabloCA,3,17-28558,1,,37.9792092,-122.3494943
Probable Gunfire,99-110879,11/10/17,20:49:07,"1401-1499 Fillmore St, San Pablo, CA",SanPabloCA,1,17-28490,3,,37.95333925,-122.3578211
Single Gunshot,99-110757,11/5/17,18:35:37,"138 Westgate Cir, San Pablo, CA",SanPabloCA,1,,1,,37.96840263,-122.3549877
Multiple Gunshots,99-110687,11/5/17,1:12:25,"2732-2770 El Portal Dr, San Pablo, CA",SanPabloCA,11,17-27981,1,,37.96297212,-122.3346533
Multiple Gunshots,99-110283,10/28/17,18:24:54,"210 Center Ct, San Pablo, CA",SanPabloCA,3,17-27269,1,,37.97640852,-122.3527207
Single Gunshot,99-110265,10/27/17,23:51:14,"1527-1529 17th St, San Pablo, CA",SanPabloCA,1,17-27209,3,,37.95557925,-122.353286
Single Gunshot,99-110262,10/27/17,21:33:19,"1620-1650 Stanton Ave, San Pablo, CA",SanPabloCA,1,17-27199,1,,37.97864732,-122.3459656
Probable Gunfire,99-110051,10/22/17,20:23:15,"1949-1963 Powell St, San Pablo, CA",SanPabloCA,2,869,3,,37.95918457,-122.3457297
Probable Gunfire,99-109966,10/20/17,15:46:53,"14660 San Pablo Ave, San Pablo, CA",SanPabloCA,1,s17-26484,1,,37.96951989,-122.3433773
Probable Gunfire,99-109909,10/20/17,0:32:31,"1699 Rumrill Blvd, San Pablo, CA",SanPabloCA,1,283,3,,37.95729189,-122.3568533
Probable Gunfire,99-109747,10/13/17,21:40:37,"1747-1753 California Ave, San Pablo, CA",SanPabloCA,3,17-25844,3,,37.95342876,-122.3519171
Multiple Gunshots,99-109746,10/13/17,21:36:45,"1699 Rumrill Blvd, San Pablo, CA",SanPabloCA,6,17-25841,3,,37.95766622,-122.3568776
Single Gunshot,99-109742,10/13/17,21:22:19,"944-1004 Miner Ave, San Pablo, CA",SanPabloCA,1,17-25841,1,,37.9797687,-122.3515421
Single Gunshot,99-109681,10/12/17,14:59:23,"3040 Giant Road, San Pablo, CA",SanPabloCA,1,17-25734,1,,37.97597535,-122.3536232
Multiple Gunshots,99-109586,10/10/17,20:04:39,"1401-1499 Sutter Ave, San Pablo, CA",SanPabloCA,6,S17-25597,3,,37.95698279,-122.354999
Single Gunshot,99-109540,10/8/17,21:29:43,"1841-1849 17th St, San Pablo, CA",SanPabloCA,1,17-25413,3,,37.95894189,-122.3529091
Probable Gunfire,99-109506,10/8/17,5:57:20,"5247-5261 Riverside Ave, San Pablo, CA",SanPabloCA,2,17-25375,2,,37.9529703,-122.3298049
Single Gunshot,99-109358,10/3/17,16:57:31,"1401-1499 Sutter Ave, San Pablo, CA",SanPabloCA,2,17-24892,3,,37.95716501,-122.3555503
Multiple Gunshots,99-109346,10/2/17,23:48:12,"2324-2398 College Ln, San Pablo, CA",SanPabloCA,2,24800,1,,37.96861295,-122.3426614
Probable Gunfire,99-109340,10/2/17,17:18:33,"13777-13799 San Pablo Ave, San Pablo, CA",SanPabloCA,1,17-24773,2,,37.95865537,-122.3401696
Probable Gunfire,99-109255,9/30/17,23:52:34,"2200 Market Ave, San Pablo, CA",SanPabloCA,1,17-24636,3,,37.95698102,-122.348185
Multiple Gunshots,99-109207,9/30/17,2:34:39,"1805 Miner Ave, San Pablo, CA",SanPabloCA,4,389,1,,37.97625248,-122.345457
Multiple Gunshots,99-109199,9/29/17,21:44:18,"124 Santa Ana St, San Pablo, CA",SanPabloCA,3,17-24540,1,,37.96538214,-122.3405203
Probable Gunfire,99-109105,9/26/17,18:46:56,"1209 Miner Ave, San Pablo, CA",SanPabloCA,10,24222,1,,37.97961792,-122.3486063
Probable Gunfire,99-109101,9/26/17,15:19:35,"210 Center Ct, San Pablo, CA",SanPabloCA,1,17-24205,1,,37.97679127,-122.3522867
Probable Gunfire,99-109027,9/24/17,2:45:00,"1950 23rd St, San Pablo, CA",SanPabloCA,2,,3,,37.95914472,-122.3463148
Single Gunshot,99-108886,9/20/17,18:25:59,"204 San Pablo Towne Center, San Pablo, CA",SanPabloCA,1,17-23650,2,,37.9553167,-122.3336938
Single Gunshot,99-108881,9/20/17,14:59:48,"210-298 Center Ct, San Pablo, CA",SanPabloCA,1,17-23623,1,,37.97687743,-122.3523828
Probable Gunfire,99-108880,9/20/17,14:57:27,"210-298 Center Ct, San Pablo, CA",SanPabloCA,1,17-23623,1,,37.97679559,-122.3525671
Multiple Gunshots,99-108848,9/20/17,13:12:40,"15 Murra Ct, San Pablo, CA",SanPabloCA,2,17-23611,1,,37.98019676,-122.3488608
Probable Gunfire,99-108763,9/18/17,15:14:42,"210 Center Ct, San Pablo, CA",SanPabloCA,1,17-23428,1,,37.97665706,-122.3524619
Multiple Gunshots,99-108481,9/10/17,20:24:24,"1821 Powell St, San Pablo, CA",SanPabloCA,7,17-22321,3,,37.95725093,-122.3465376
Single Gunshot,99-108480,9/10/17,20:24:13,"1821 Powell St, San Pablo, CA",SanPabloCA,1,17-22321,3,,37.95712716,-122.3464596
Multiple Gunshots,99-108479,9/10/17,20:24:05,"1821 Powell St, San Pablo, CA",SanPabloCA,10,17-22321,3,,37.95744594,-122.3464738
Multiple Gunshots,99-108478,9/10/17,20:24:05,"1821 Powell St, San Pablo, CA",SanPabloCA,3,S17-22321,3,,37.95742904,-122.3464057
Probable Gunfire,99-108465,9/10/17,18:48:30,"2-3498 Murra Ct, San Pablo, CA",SanPabloCA,1,,1,,37.98005318,-122.3489179
Single Gunshot,99-108443,9/9/17,22:34:01,"2911 11th St, San Pablo, CA",SanPabloCA,1,17-22239,1,,37.97502165,-122.3529949
Multiple Gunshots,99-108416,9/9/17,1:05:36,"2775 12th St, San Pablo, CA",SanPabloCA,12,17-22166,1,,37.97181786,-122.3523123
Multiple Gunshots,99-108415,9/9/17,1:05:33,"1201 Trenton Blvd, San Pablo, CA",SanPabloCA,13,17-22165,1,,37.97048459,-122.3519985
Probable Gunfire,99-108396,9/7/17,11:10:00,"1028-1098 Miner Ave, San Pablo, CA",SanPabloCA,4,17-22003,1,,37.97944056,-122.3508822
Probable Gunfire,99-108370,9/6/17,2:57:01,"1988 19th St, San Pablo, CA",SanPabloCA,1,634,3,,37.96072269,-122.3497538
Probable Gunfire,99-108365,9/5/17,20:24:53,"2299 20th St, San Pablo, CA",SanPabloCA,1,418,3,,37.96174873,-122.3489259
Multiple Gunshots,99-108338,9/4/17,20:10:58,"1632 14th St, San Pablo, CA",SanPabloCA,5,,3,,37.95619963,-122.3553606
Multiple Gunshots,99-108337,9/4/17,20:10:58,"1606 14th St, San Pablo, CA",SanPabloCA,5,,3,,37.95614643,-122.3554056
Multiple Gunshots,99-108336,9/4/17,20:10:54,"1632 14th St, San Pablo, CA",SanPabloCA,5,,3,,37.95629003,-122.3553096
Multiple Gunshots,99-108335,9/4/17,20:10:54,"1606 14th St, San Pablo, CA",SanPabloCA,4,,3,,37.95618319,-122.3553713
Probable Gunfire,99-107904,8/26/17,22:39:59,"2675-2681 MacArthur Ave, San Pablo, CA",SanPabloCA,1,S17-20909,1,,37.96975027,-122.3497162
