Type,"Respond ID",Date,Time,Address,Zone,Rounds,"CAD ID",Beat,District,Latitude,Longitude,"Accuracy Score","Accuracy Type",Number,Street,"Unit Type","Unit Number",City,State,County,Zip,Country,Source
"Probable Gunfire",661-158842,12/25/20,6:11:52,"1400 blk E Brundage Ln, Bakersfield, CA 93307",BakersfieldCA,2,20-236203,BP328,Valley,35.354118,-118.985273,1,range_interpolation,1400,"E Brundage Ln",,,Bakersfield,CA,"Kern County",93307,US,"TIGER/Line® dataset from the US Census Bureau"
"Multiple Gunshots",661-158777,12/25/20,1:56:57,"1400 blk E Brundage Ln, Bakersfield, CA 93307",BakersfieldCA,3,20-236149,BP328,Valley,35.354118,-118.985273,1,range_interpolation,1400,"E Brundage Ln",,,Bakersfield,CA,"Kern County",93307,US,"TIGER/Line® dataset from the US Census Bureau"
"Multiple Gunshots",661-158715,12/25/20,0:59:50,"1200 blk Texas St, Bakersfield, CA 93307",BakersfieldCA,3,20-236123,BP327,Metro,35.357762,-118.989507,1,rooftop,1200,"Texas St",,,Bakersfield,CA,"Kern County",93307,US,"City of Bakersfield (City of Bakersfield)"
"Multiple Gunshots",661-158560,12/25/20,0:06:08,"200 blk Truxtun Ave, Bakersfield, CA 93301",BakersfieldCA,4,20-236088,,Metro,35.373465,-119.003975,1,rooftop,200,"Truxtun Ave",,,Bakersfield,CA,"Kern County",93301,US,"Kern (Kern County)"
"Multiple Gunshots",661-158525,12/24/20,23:57:57,"1000 blk P St, Bakersfield, CA 93304",BakersfieldCA,8,20-236082,BP231,Metro,35.366669,-119.011588,1,rooftop,1000,"P St",,,Bakersfield,CA,"Kern County",93304,US,"City of Bakersfield (City of Bakersfield)"
"Multiple Gunshots",661-158524,12/24/20,23:57:50,"3900 blk Q St, Bakersfield, CA 93301",BakersfieldCA,5,20-236085,,Hill,35.395148,-119.010362,1,range_interpolation,3900,"Q St",,,Bakersfield,CA,"Kern County",93301,US,"TIGER/Line® dataset from the US Census Bureau"
"Multiple Gunshots",661-158521,12/24/20,23:56:28,"1000 blk P St, Bakersfield, CA 93304",BakersfieldCA,2,20-236082,BP231,Metro,35.366669,-119.011588,1,rooftop,1000,"P St",,,Bakersfield,CA,"Kern County",93304,US,"City of Bakersfield (City of Bakersfield)"
"Multiple Gunshots",661-158505,12/24/20,23:45:35,"300 blk 21st St, Bakersfield, CA 93301",BakersfieldCA,2,20-236075,BP243,Metro,35.378333,-119.005031,1,rooftop,300,"21st St",,,Bakersfield,CA,"Kern County",93301,US,"City of Bakersfield (City of Bakersfield)"
"Multiple Gunshots",661-158093,12/24/20,18:32:39,"1800 blk Clarendon St, Bakersfield, CA 93307",BakersfieldCA,3,235909,BP331,Metro,35.366317,-118.982686,1,range_interpolation,1800,"Clarendon St",,,Bakersfield,CA,"Kern County",93307,US,"TIGER/Line® dataset from the US Census Bureau"
"Multiple Gunshots",661-157917,12/24/20,11:12:47,"200 blk E Brundage Ln, Bakersfield, CA 93307",BakersfieldCA,10,20-235708,BP323,Valley,35.354063,-119.001366,1,rooftop,200,"E Brundage Ln",,,Bakersfield,CA,"Kern County",93307,US,"City of Bakersfield (City of Bakersfield)"
"Multiple Gunshots",661-157804,12/23/20,23:21:49,"700 blk Union Ave, Bakersfield, CA 93307",BakersfieldCA,8,20-235488,BP234,Metro,35.363314,-119.002956,1,range_interpolation,700,"Union Ave",,,Bakersfield,CA,"Kern County",93307,US,"TIGER/Line® dataset from the US Census Bureau"
"Probable Gunfire",661-157716,12/23/20,18:25:12,"1500 blk Potomac Ave, Bakersfield, CA 93307",BakersfieldCA,1,20-235351,BP326,Metro,35.36511,-118.986208,1,rooftop,1500,"Potomac Ave",,,Bakersfield,CA,"Kern County",93307,US,"City of Bakersfield (City of Bakersfield)"
"Multiple Gunshots",661-157619,12/23/20,12:58:04,"1000 blk E California Ave, Bakersfield, CA 93307",BakersfieldCA,11,20-235158,BP325,Metro,35.368741,-118.990534,1,rooftop,1000,"E California Ave",,,Bakersfield,CA,"Kern County",93307,US,"City of Bakersfield (City of Bakersfield)"
"Multiple Gunshots",661-157507,12/23/20,3:33:17,"1400 blk Miller St, Bakersfield, CA 93305",BakersfieldCA,2,20-234947,BP303,Metro,35.381085,-118.981572,1,rooftop,1400,"Miller St",,,Bakersfield,CA,"Kern County",93305,US,"Kern (Kern County)"
"Probable Gunfire",661-157122,12/22/20,4:06:48,"1600 blk Niles St, Bakersfield, CA 93305",BakersfieldCA,1,20-234382,BP305,Metro,35.378839,-118.977139,1,range_interpolation,1600,"Niles St",,,Bakersfield,CA,"Kern County",93305,US,"TIGER/Line® dataset from the US Census Bureau"
"Single Gunshot",661-157117,12/22/20,3:08:56,"1000 blk Miller St, Bakersfield, CA 93305",BakersfieldCA,1,20-234374,BP304,Metro,35.376876,-118.98306,1,rooftop,1000,"Miller St",,,Bakersfield,CA,"Kern County",93305,US,"Kern (Kern County)"
"Multiple Gunshots",661-157106,12/22/20,2:06:59,"3200 blk Q St, Bakersfield, CA 93301",BakersfieldCA,4,20-234364,BP406,Hill,35.38854,-119.010253,1,rooftop,3200,"Q St",,,Bakersfield,CA,"Kern County",93301,US,"City of Bakersfield (City of Bakersfield)"
"Multiple Gunshots",661-157082,12/21/20,23:41:08,"900 bk 36th St, Bakersfield, CA 93301",BakersfieldCA,5,20-234336,,Hill,35.391977,-119.011971,0.9,nearest_rooftop_match,901,"36th St",,,Bakersfield,CA,"Kern County",93301,US,"City of Bakersfield (City of Bakersfield)"
"Single Gunshot",661-157019,12/21/20,19:33:10,"1300 blk Gorrill St, Bakersfield, CA 93307",BakersfieldCA,1,20-234235,BP326,Metro,35.364214,-118.988396,1,rooftop,1300,"Gorrill St",,,Bakersfield,CA,"Kern County",93307,US,"City of Bakersfield (City of Bakersfield)"
"Probable Gunfire",661-156693,12/20/20,22:25:20,"500 blk S Union Ave, Bakersfield, CA 93307",BakersfieldCA,1,20-233694,BP323,Valley,35.349952,-119.002298,1,rooftop,500,"S Union Ave",,,Bakersfield,CA,"Kern County",93307,US,"City of Bakersfield (City of Bakersfield)"
"Multiple Gunshots",661-156588,12/20/20,18:56:20,"800 blk Butte St, Bakersfield, CA 93305",BakersfieldCA,5,20-233597,BP320,Metro,35.369325,-118.99358,1,rooftop,800,"Butte St",,,Bakersfield,CA,"Kern County",93305,US,"City of Bakersfield (City of Bakersfield)"
"Single Gunshot",661-156586,12/20/20,18:55:50,"800 blk E California Ave, Bakersfield, CA 93307",BakersfieldCA,1,20-233597,BP320,Metro,35.368758,-118.993852,1,rooftop,800,"E California Ave",,,Bakersfield,CA,"Kern County",93307,US,"City of Bakersfield (City of Bakersfield)"
"Multiple Gunshots",661-156369,12/20/20,5:04:03,"900 blk P St, Bakersfield, CA 93304",BakersfieldCA,10,20-233244,BP231,Metro,35.365385,-119.011825,1,range_interpolation,900,"P St",,,Bakersfield,CA,"Kern County",93304,US,"TIGER/Line® dataset from the US Census Bureau"
"Probable Gunfire",661-156351,12/20/20,3:03:03,"1200 blk Kentucky St, Bakersfield, CA 93305",BakersfieldCA,4,20-233218,BP304,Metro,35.377211,-118.984144,1,rooftop,1200,"Kentucky St",,,Bakersfield,CA,"Kern County",93305,US,"City of Bakersfield (City of Bakersfield)"
"Single Gunshot",661-156347,12/20/20,2:39:09,"1000 blk Baker St, Bakersfield, CA 93305",BakersfieldCA,1,20-233211,BP300,Metro,35.379114,-118.99244,1,rooftop,1000,"Baker St",,,Bakersfield,CA,"Kern County",93305,US,"City of Bakersfield (City of Bakersfield)"
"Multiple Gunshots",661-156307,12/20/20,0:24:59,"1200 blk E Truxtun Ave, Bakersfield, CA 93305",BakersfieldCA,2,20-233166,BP304,Metro,35.373539,-118.98528,1,rooftop,1200,"E Truxtun Ave",,,Bakersfield,CA,"Kern County",93305,US,"City of Bakersfield (City of Bakersfield)"
"Multiple Gunshots",661-156300,12/20/20,0:01:57,"300 blk Eye St, Bakersfield, CA 93304",BakersfieldCA,5,20-233149,BP226,Metro,35.359087,-119.019801,1,rooftop,300,"Eye St",,,Bakersfield,CA,"Kern County",93304,US,"City of Bakersfield (City of Bakersfield)"
"Multiple Gunshots",661-156284,12/19/20,23:09:21,"500 blk 4th St, Bakersfield, CA 93304",BakersfieldCA,4,20-233116,BP234,Metro,35.360977,-119.007591,1,rooftop,500,"4th St",,,Bakersfield,CA,"Kern County",93304,US,"Kern (Kern County)"
"Multiple Gunshots",661-156283,12/19/20,23:09:11,"800 bk 31st St, Bakersfield, CA 93301",BakersfieldCA,2,20-233114,,Hill,35.388023,-119.01075,1,rooftop,800,"31st St",,,Bakersfield,CA,"Kern County",93301,US,"City of Bakersfield (City of Bakersfield)"
"Multiple Gunshots",661-156211,12/19/20,21:08:26,"800 blk 31st St, Bakersfield, CA 93301",BakersfieldCA,6,20-233031,,Hill,35.388023,-119.01075,1,rooftop,800,"31st St",,,Bakersfield,CA,"Kern County",93301,US,"City of Bakersfield (City of Bakersfield)"
"Multiple Gunshots",661-156125,12/19/20,18:34:49,"20 blk P St, Bakersfield, CA 93304",BakersfieldCA,3,20-232946,BP235,Metro,35.354578,-119.011744,1,range_interpolation,20,"P St",,,Bakersfield,CA,"Kern County",93304,US,"TIGER/Line® dataset from the US Census Bureau"
"Multiple Gunshots",661-156113,12/19/20,18:23:24,"100 blk L St, Bakersfield, CA 93304",BakersfieldCA,14,20-232940,BP232,Metro,35.354888,-119.016536,1,range_interpolation,100,"L St",,,Bakersfield,CA,"Kern County",93304,US,"TIGER/Line® dataset from the US Census Bureau"
"Single Gunshot",661-156112,12/19/20,18:23:13,"100 blk L St, Bakersfield, CA 93304",BakersfieldCA,1,20-232940,BP232,Metro,35.354888,-119.016536,1,range_interpolation,100,"L St",,,Bakersfield,CA,"Kern County",93304,US,"TIGER/Line® dataset from the US Census Bureau"
"Single Gunshot",661-156057,12/19/20,16:44:35,"1100 blk Union Ave, Bakersfield, CA 93307",BakersfieldCA,1,20-232893,BP236,Valley,35.36804,-119.002051,1,rooftop,1100,"Union Ave",,,Bakersfield,CA,"Kern County",93307,US,"City of Bakersfield (City of Bakersfield)"
"Probable Gunfire",661-155774,12/18/20,22:10:07,"200 blk Northrup St, Bakersfield, CA 93307",BakersfieldCA,1,20-232468,BP327,Metro,35.357714,-118.989878,1,rooftop,200,"Northrup St",,,Bakersfield,CA,"Kern County",93307,US,"City of Bakersfield (City of Bakersfield)"
"Single Gunshot",661-155466,12/18/20,0:46:15,"200 blk Niles Pl, Bakersfield, CA 93305",BakersfieldCA,1,20-231902,BP300,Metro,35.383252,-118.998964,1,range_interpolation,200,"Niles Pl",,,Bakersfield,CA,"Kern County",93305,US,"TIGER/Line® dataset from the US Census Bureau"
"Probable Gunfire",661-155405,12/17/20,20:27:31,"100 blk 19th St, Bakersfield, CA 93301",BakersfieldCA,3,20-231786,,Metro,35.37603,-119.0029,1,range_interpolation,100,"19th St",,,Bakersfield,CA,"Kern County",93301,US,"TIGER/Line® dataset from the US Census Bureau"
"Probable Gunfire",661-155384,12/17/20,19:32:02,"100 blk Milham Dr, Bakersfield, CA 93307",BakersfieldCA,1,20-231760,BP322,Metro,35.355855,-118.99591,1,rooftop,100,"Milham Dr",,,Bakersfield,CA,"Kern County",93307,US,"City of Bakersfield (City of Bakersfield)"
"Probable Gunfire",661-155377,12/17/20,19:14:59,"300 blk Kincaid St, Bakersfield, CA 93307",BakersfieldCA,1,20-231752,BP327,Metro,35.359516,-118.993154,1,rooftop,300,"Kincaid St",,,Bakersfield,CA,"Kern County",93307,US,"Kern (Kern County)"
"Multiple Gunshots",661-155169,12/17/20,1:33:12,"700 blk Oregon St, Bakersfield, CA 93305",BakersfieldCA,2,20-231286,BP303,Metro,35.383227,-118.990675,1,range_interpolation,700,"Oregon St",,,Bakersfield,CA,"Kern County",93305,US,"TIGER/Line® dataset from the US Census Bureau"
"Multiple Gunshots",661-154862,12/16/20,2:18:59,"200 blk E Truxtun Ave, Bakersfield, CA 93305",BakersfieldCA,3,20-230655,BP301,Metro,35.373572,-119.001555,1,rooftop,200,"E Truxtun Ave",,,Bakersfield,CA,"Kern County",93305,US,"City of Bakersfield (City of Bakersfield)"
"Multiple Gunshots",661-154670,12/15/20,15:52:16,"1400 blk 38th St, Bakersfield, CA 93301",BakersfieldCA,9,20-230364,,Hill,35.394555,-119.01767,1,rooftop,1400,"38th St",,,Bakersfield,CA,"Kern County",93301,US,"City of Bakersfield (City of Bakersfield)"
"Multiple Gunshots",661-154668,12/15/20,15:49:07,"200 blk E 3rd St, Bakersfield, CA 93307",BakersfieldCA,2,20-230362,BP322,Metro,35.35936,-119.001891,1,range_interpolation,200,"E 3rd St",,,Bakersfield,CA,"Kern County",93307,US,"TIGER/Line® dataset from the US Census Bureau"
"Single Gunshot",661-154580,12/15/20,11:33:40,"300 blk Kincaid St, Bakersfield, CA 93307",BakersfieldCA,1,230157,BP327,Metro,35.359516,-118.993154,1,rooftop,300,"Kincaid St",,,Bakersfield,CA,"Kern County",93307,US,"Kern (Kern County)"
"Single Gunshot",661-154576,12/15/20,11:14:01,"300 blk Kincaid St, Bakersfield, CA 93307",BakersfieldCA,1,230157,BP327,Metro,35.359516,-118.993154,1,rooftop,300,"Kincaid St",,,Bakersfield,CA,"Kern County",93307,US,"Kern (Kern County)"
"Single Gunshot",661-154216,12/14/20,11:02:24,"3300 blk Q St, Bakersfield, CA 93301",BakersfieldCA,1,229534,BP406,Hill,35.389331,-119.010338,1,rooftop,3300,"Q St",,,Bakersfield,CA,"Kern County",93301,US,"City of Bakersfield (City of Bakersfield)"
"Multiple Gunshots",661-154089,12/13/20,23:10:15,"3000 blk Union Ave, Bakersfield, CA 93305",BakersfieldCA,3,20-229277,BP410,Hill,35.386756,-119.00243,1,rooftop,3000,"Union Ave",,,Bakersfield,CA,"Kern County",93305,US,"City of Bakersfield (City of Bakersfield)"
"Single Gunshot",661-154086,12/13/20,22:40:11,"400 blk Niles St, Bakersfield, CA 93305",BakersfieldCA,1,20-229268,BP300,Metro,35.383209,-118.995405,1,rooftop,400,"Niles St",,,Bakersfield,CA,"Kern County",93305,US,"Kern (Kern County)"
"Single Gunshot",661-153966,12/13/20,17:46:00,"400 blk 8th St, Bakersfield, CA 93304",BakersfieldCA,1,20-229113,BP234,Metro,35.364785,-119.006312,1,rooftop,400,"8th St",,,Bakersfield,CA,"Kern County",93304,US,"City of Bakersfield (City of Bakersfield)"
"Multiple Gunshots",661-153759,12/13/20,5:09:08,"3600 blk K St, Bakersfield, CA 93301",BakersfieldCA,9,20-228803,,Hill,35.392263,-119.017509,1,range_interpolation,3600,"K St",,,Bakersfield,CA,"Kern County",93301,US,"TIGER/Line® dataset from the US Census Bureau"
"Single Gunshot",661-153741,12/13/20,3:34:55,"1100 blk L St, Bakersfield, CA 93304",BakersfieldCA,1,20-228788,BP231,Metro,35.367303,-119.01646,1,range_interpolation,1100,"L St",,,Bakersfield,CA,"Kern County",93304,US,"TIGER/Line® dataset from the US Census Bureau"
"Multiple Gunshots",661-153713,12/13/20,0:50:28,"100 blk S P St, Bakersfield, CA 93304",BakersfieldCA,2,20-228731,BP182,Valley,35.35307,-119.011706,1,range_interpolation,100,"S P St",,,Bakersfield,CA,"Kern County",93304,US,"TIGER/Line® dataset from the US Census Bureau"
"Probable Gunfire",661-153700,12/13/20,0:34:23,"500 blk 30th St, Bakersfield, CA 93301",BakersfieldCA,2,20-228722,BP406,Hill,35.386805,-119.00729,1,rooftop,500,"30th St",,,Bakersfield,CA,"Kern County",93301,US,"City of Bakersfield (City of Bakersfield)"
"Probable Gunfire",661-153695,12/13/20,0:29:19,"800 blk Golden State Ave, Bakersfield, CA 93301",BakersfieldCA,5,20-228720,,Hill,35.382256,-119.010982,0.79,nearest_rooftop_match,809,"Golden State Ave",,,Bakersfield,CA,"Kern County",93301,US,"City of Bakersfield (City of Bakersfield)"
"Single Gunshot",661-153626,12/12/20,21:32:59,"3000 blk San Dimas St, Bakersfield, CA 93301",BakersfieldCA,1,20-228597,BP406,Hill,35.38631,-119.008646,1,range_interpolation,3000,"San Dimas St",,,Bakersfield,CA,"Kern County",93301,US,"TIGER/Line® dataset from the US Census Bureau"
"Multiple Gunshots",661-153566,12/12/20,19:54:49,"3500 blk K St, Bakersfield, CA 93301",BakersfieldCA,2,20-228553,,Hill,35.391521,-119.017167,1,rooftop,3500,"K St",,,Bakersfield,CA,"Kern County",93301,US,"City of Bakersfield (City of Bakersfield)"
"Multiple Gunshots",661-153510,12/12/20,16:54:58,"200 blk Monterey St, Bakersfield, CA 93305",BakersfieldCA,7,20-228490,BP300,Metro,35.383003,-118.999229,1,range_interpolation,200,"Monterey St",,,Bakersfield,CA,"Kern County",93305,US,"TIGER/Line® dataset from the US Census Bureau"
"Multiple Gunshots",661-153455,12/12/20,14:13:20,"100 blk 8th St, Bakersfield, CA 93304",BakersfieldCA,2,20-228396,BP234,Metro,35.364398,-119.002951,1,range_interpolation,100,"8th St",,,Bakersfield,CA,"Kern County",93307,US,"TIGER/Line® dataset from the US Census Bureau"
"Single Gunshot",661-153225,12/11/20,23:37:34,"3600 blk L St, Bakersfield, CA 93301",BakersfieldCA,1,20-228103,,Hill,35.392259,-119.016342,1,range_interpolation,3600,"L St",,,Bakersfield,CA,"Kern County",93301,US,"TIGER/Line® dataset from the US Census Bureau"
"Single Gunshot",661-153012,12/11/20,13:29:16,"3700 blk Q St, Bakersfield, CA 93301",BakersfieldCA,1,20-227734,,Hill,35.39332,-119.009767,1,rooftop,3700,"Q St",,,Bakersfield,CA,"Kern County",93301,US,"Kern (Kern County)"
"Multiple Gunshots",661-152754,12/10/20,18:24:10,"300 blk W Espee St, Bakersfield, CA 93301",BakersfieldCA,5,20-227271,BP243,Metro,35.382724,-119.00453,1,range_interpolation,300,"W Espee St",,,Bakersfield,CA,"Kern County",93301,US,"TIGER/Line® dataset from the US Census Bureau"
"Single Gunshot",661-152406,12/9/20,18:07:41,"500 blk S Union Ave, Bakersfield, CA 93307",BakersfieldCA,1,20-226649,BP323,Valley,35.349952,-119.002298,1,rooftop,500,"S Union Ave",,,Bakersfield,CA,"Kern County",93307,US,"City of Bakersfield (City of Bakersfield)"
"Multiple Gunshots",661-152405,12/9/20,18:07:21,"100 blk E Terrace Way, Bakersfield, CA 93307",BakersfieldCA,5,20-226649,BP323,Valley,35.350489,-119.003001,1,range_interpolation,100,"E Terrace Way",,,Bakersfield,CA,"Kern County",93307,US,"TIGER/Line® dataset from the US Census Bureau"
"Multiple Gunshots",661-152294,12/9/20,10:59:17,"1200 blk E California Ave, Bakersfield, CA 93307",BakersfieldCA,14,20-226377,BP326,Metro,35.368623,-118.987502,1,range_interpolation,1200,"E California Ave",,,Bakersfield,CA,"Kern County",93307,US,"TIGER/Line® dataset from the US Census Bureau"
"Multiple Gunshots",661-152190,12/9/20,2:20:10,"1300 blk Sumner St, Bakersfield, CA 93305",BakersfieldCA,4,20-226215,BP304,Metro,35.376017,-118.988744,1,range_interpolation,1300,"Sumner St",,,Bakersfield,CA,"Kern County",93305,US,"TIGER/Line® dataset from the US Census Bureau"
"Multiple Gunshots",661-152155,12/8/20,23:24:58,"3900 blk Q St, Bakersfield, CA 93301",BakersfieldCA,2,20-226174,,Hill,35.395148,-119.010362,1,range_interpolation,3900,"Q St",,,Bakersfield,CA,"Kern County",93301,US,"TIGER/Line® dataset from the US Census Bureau"
"Multiple Gunshots",661-152066,12/8/20,19:14:07,"200 blk S Owens St, Bakersfield, CA 93307",BakersfieldCA,11,20-226082,BP327,Metro,35.357747,-118.991036,1,rooftop,200,"S Owens St",,,Bakersfield,CA,"Kern County",93307,US,"City of Bakersfield (City of Bakersfield)"
"Multiple Gunshots",661-151960,12/8/20,13:02:55,"800 blk 4th St, Bakersfield, CA 93304",BakersfieldCA,4,20225881,BP231,Metro,35.361615,-119.010675,1,rooftop,800,"4th St",,,Bakersfield,CA,"Kern County",93304,US,"City of Bakersfield (City of Bakersfield)"
"Multiple Gunshots",661-151838,12/8/20,2:55:53,"900 blk Baker St, Bakersfield, CA 93305",BakersfieldCA,2,20-225664,BP304,Metro,35.377951,-118.992558,1,range_interpolation,900,"Baker St",,,Bakersfield,CA,"Kern County",93305,US,"TIGER/Line® dataset from the US Census Bureau"
"Single Gunshot",661-151825,12/8/20,1:22:12,"100 blk Milham Dr, Bakersfield, CA 93307",BakersfieldCA,1,20-225650,BP322,Metro,35.355855,-118.99591,1,rooftop,100,"Milham Dr",,,Bakersfield,CA,"Kern County",93307,US,"City of Bakersfield (City of Bakersfield)"
"Multiple Gunshots",661-151804,12/8/20,0:20:44,"100 blk Madison St, Bakersfield, CA 93307",BakersfieldCA,2,20-225639,BP328,Valley,35.353765,-118.994136,1,range_interpolation,100,"Madison St",,,Bakersfield,CA,"Kern County",93307,US,"TIGER/Line® dataset from the US Census Bureau"
"Multiple Gunshots",661-151789,12/7/20,23:28:02,"100 blk W Jeffrey St, Bakersfield, CA 93305",BakersfieldCA,2,20-225627,,Hill,35.395415,-119.002864,1,range_interpolation,100,"W Jeffrey St",,,Bakersfield,CA,"Kern County",93305,US,"TIGER/Line® dataset from the US Census Bureau"
"Multiple Gunshots",661-151482,12/7/20,1:28:27,"300 blk E 18th St, Bakersfield, CA 93305",BakersfieldCA,10,20-225079,BP301,Metro,35.375483,-119.005014,0.8,rooftop,300,"18th St",,,Bakersfield,CA,"Kern County",93301,US,"City of Bakersfield (City of Bakersfield)"
"Probable Gunfire",661-151419,12/6/20,21:47:00,"100 blk Kincaid St, Bakersfield, CA 93307",BakersfieldCA,1,20-225013,BP327,Metro,35.355897,-118.993332,1,rooftop,100,"Kincaid St",,,Bakersfield,CA,"Kern County",93307,US,"City of Bakersfield (City of Bakersfield)"
"Multiple Gunshots",661-151284,12/6/20,16:21:22,"800 blk 31st St, Bakersfield, CA 93301",BakersfieldCA,4,20-224861,,Hill,35.388023,-119.01075,1,rooftop,800,"31st St",,,Bakersfield,CA,"Kern County",93301,US,"City of Bakersfield (City of Bakersfield)"
"Probable Gunfire",661-151064,12/6/20,1:56:07,"1700 blk E California Ave, Bakersfield, CA 93307",BakersfieldCA,1,20-224549,,,35.368838,-118.976128,1,rooftop,1700,"E California Ave",,,Bakersfield,CA,"Kern County",93307,US,"City of Bakersfield (City of Bakersfield)"
"Multiple Gunshots",661-150988,12/5/20,22:03:37,"700 blk K St, Bakersfield, CA 93304",BakersfieldCA,8,20-224407,BP231,Metro,35.3635,-119.017649,1,range_interpolation,700,"K St",,,Bakersfield,CA,"Kern County",93304,US,"TIGER/Line® dataset from the US Census Bureau"
"Multiple Gunshots",661-150965,12/5/20,20:54:30,"3900 blk Q St, Bakersfield, CA 93301",BakersfieldCA,4,20-224373,,Hill,35.395148,-119.010362,1,range_interpolation,3900,"Q St",,,Bakersfield,CA,"Kern County",93301,US,"TIGER/Line® dataset from the US Census Bureau"
"Multiple Gunshots",661-150914,12/5/20,19:15:18,"3500 blk 35th St, Bakersfield, CA 93301",BakersfieldCA,11,20-224316,,Hill,35.391598,-119.013441,0.7,street_center,,"35th St",,,Bakersfield,CA,"Kern County",93301,US,"TIGER/Line® dataset from the US Census Bureau"
"Multiple Gunshots",661-150913,12/5/20,19:15:01,"3500 blk O St, Bakersfield, CA 93301",BakersfieldCA,7,20-224316,,Hill,35.391295,-119.012847,1,range_interpolation,3500,"O St",,,Bakersfield,CA,"Kern County",93301,US,"TIGER/Line® dataset from the US Census Bureau"
"Probable Gunfire",661-150726,12/5/20,11:41:57,"300 blk Clyde St, Bakersfield, CA 93307",BakersfieldCA,2,224054,BP327,Metro,35.359545,-118.98747,1,range_interpolation,300,"Clyde St",,,Bakersfield,CA,"Kern County",93307,US,"TIGER/Line® dataset from the US Census Bureau"
