Type,"Respond ID",Date,Time,Address,Zone,Rounds,"CAD ID",Beat,District,Latitude,Longitude,"Accuracy Score","Accuracy Type",Number,Street,"Unit Type","Unit Number",City,State,County,Zip,Country,Source
"Single Gunshot",661-64379,10/28/19,21:18:09,"600 blk Pacific St, Bakersfield, CA 93305",BakersfieldCA,1,19-230360,BP303,Metro,35.384489,-118.991249,1,range_interpolation,600,"Pacific St",,,Bakersfield,CA,"Kern County",93305,US,"TIGER/Line® dataset from the US Census Bureau"
"Single Gunshot",661-64344,10/28/19,6:26:37,"1200 blk Baker St, Bakersfield, CA 93305",BakersfieldCA,1,19-229820,BP300,Metro,35.381306,-118.991658,1,rooftop,1200,"Baker St",,,Bakersfield,CA,"Kern County",93305,US,"City of Bakersfield (City of Bakersfield)"
"Single Gunshot",661-64314,10/27/19,20:49:06,"1500 blk Haley St, Bakersfield, CA 93305",BakersfieldCA,1,229577,BP303,Metro,35.381689,-118.97948,1,range_interpolation,1500,"Haley St",,,Bakersfield,CA,"Kern County",93305,US,"TIGER/Line® dataset from the US Census Bureau"
"Probable Gunfire",661-64309,10/27/19,19:36:52,"500 blk 4th St, Bakersfield, CA 93304",BakersfieldCA,1,229526,BP234,Metro,35.360977,-119.007591,1,rooftop,500,"4th St",,,Bakersfield,CA,"Kern County",93304,US,"Kern (Kern County)"
"Multiple Gunshots",661-64277,10/27/19,4:50:35,"500 blk Butte St, Bakersfield, CA 93305",BakersfieldCA,5,19-229131,BP320,Metro,35.370513,-118.998353,1,rooftop,500,"Butte St",,,Bakersfield,CA,"Kern County",93305,US,"City of Bakersfield (City of Bakersfield)"
"Multiple Gunshots",661-64265,10/27/19,3:28:49,"1000 blk Miller St, Bakersfield, CA 93305",BakersfieldCA,6,19-229105,BP304,Metro,35.376876,-118.98306,1,rooftop,1000,"Miller St",,,Bakersfield,CA,"Kern County",93305,US,"Kern (Kern County)"
"Single Gunshot",661-64240,10/27/19,2:01:20,"1000 blk Miller St, Bakersfield, CA 93305",BakersfieldCA,1,19-229066,BP304,Metro,35.376876,-118.98306,1,rooftop,1000,"Miller St",,,Bakersfield,CA,"Kern County",93305,US,"Kern (Kern County)"
"Multiple Gunshots",661-64239,10/27/19,1:46:59,"1600 blk Miller St, Bakersfield, CA 93305",BakersfieldCA,2,19-229061,,,35.383114,-118.980648,1,range_interpolation,1600,"Miller St",,,Bakersfield,CA,"Kern County",93305,US,"TIGER/Line® dataset from the US Census Bureau"
"Probable Gunfire",661-64228,10/27/19,1:10:40,"700 blk N St, Bakersfield, CA 93304",BakersfieldCA,1,19-229042,BP231,Metro,35.363415,-119.014163,1,range_interpolation,700,"N St",,,Bakersfield,CA,"Kern County",93304,US,"TIGER/Line® dataset from the US Census Bureau"
"Multiple Gunshots",661-64224,10/27/19,0:37:24,"1300 blk Robinson St, Bakersfield, CA 93305",BakersfieldCA,8,19-229016,BP303,Metro,35.380321,-118.983323,1,range_interpolation,1300,"Robinson St",,,Bakersfield,CA,"Kern County",93305,US,"TIGER/Line® dataset from the US Census Bureau"
"Single Gunshot",661-64145,10/26/19,4:56:00,"700 blk Dolores St, Bakersfield, CA 93305",BakersfieldCA,1,19-228319,BP320,Metro,35.371779,-118.994762,1,range_interpolation,700,"Dolores St",,,Bakersfield,CA,"Kern County",93305,US,"TIGER/Line® dataset from the US Census Bureau"
"Multiple Gunshots",661-64143,10/26/19,4:53:07,"400 blk Chico St, Bakersfield, CA 93305",BakersfieldCA,7,19-228316,BP320,Metro,35.371879,-118.999467,1,rooftop,400,"Chico St",,,Bakersfield,CA,"Kern County",93305,US,"City of Bakersfield (City of Bakersfield)"
"Multiple Gunshots",661-64117,10/26/19,2:58:42,"1600 blk Miller St, Bakersfield, CA 93305",BakersfieldCA,5,19-228277,,,35.383114,-118.980648,1,range_interpolation,1600,"Miller St",,,Bakersfield,CA,"Kern County",93305,US,"TIGER/Line® dataset from the US Census Bureau"
"Single Gunshot",661-64108,10/26/19,1:43:40,"400 blk Texas St, Bakersfield, CA 93307",BakersfieldCA,1,19-228246,BP322,Metro,35.357669,-118.999952,1,range_interpolation,400,"Texas St",,,Bakersfield,CA,"Kern County",93307,US,"TIGER/Line® dataset from the US Census Bureau"
"Probable Gunfire",661-64105,10/26/19,1:05:38,"1100 blk Union Ave, Bakersfield, CA 93307",BakersfieldCA,1,19-228228,BP234,Metro,35.36804,-119.002051,1,rooftop,1100,"Union Ave",,,Bakersfield,CA,"Kern County",93307,US,"City of Bakersfield (City of Bakersfield)"
"Multiple Gunshots",661-64068,10/25/19,23:08:02,"1600 blk De Wolfe St, Bakersfield, CA 93307",BakersfieldCA,4,228163,BP331,Metro,35.363792,-118.985249,1,range_interpolation,1600,"De Wolfe St",,,Bakersfield,CA,"Kern County",93307,US,"TIGER/Line® dataset from the US Census Bureau"
"Single Gunshot",661-64057,10/25/19,21:54:07,"200 blk Whitlock St, Bakersfield, CA 93307",BakersfieldCA,1,228116,BP322,Metro,35.357667,-118.99538,1,rooftop,200,"Whitlock St",,,Bakersfield,CA,"Kern County",93307,US,"City of Bakersfield (City of Bakersfield)"
"Single Gunshot",661-64037,10/25/19,18:56:02,"1400 bkl E 18th St, Bakersfield, CA 93305",BakersfieldCA,1,19-228007,BP330,Metro,35.375517,-119.01783,0.8,rooftop,1400,"18th St",,,Bakersfield,CA,"Kern County",93301,US,"City of Bakersfield (City of Bakersfield)"
"Probable Gunfire",661-63987,10/25/19,3:06:26,"1100 blk Union Ave, Bakersfield, CA 93307",BakersfieldCA,1,19-227490,BP234,Metro,35.36804,-119.002051,1,rooftop,1100,"Union Ave",,,Bakersfield,CA,"Kern County",93307,US,"City of Bakersfield (City of Bakersfield)"
"Single Gunshot",661-63904,10/24/19,3:14:30,"800 blk Gage St, Bakersfield, CA 93305",BakersfieldCA,1,19-226703,BP304,Metro,35.374519,-118.987074,1,range_interpolation,800,"Gage St",,,Bakersfield,CA,"Kern County",93305,US,"TIGER/Line® dataset from the US Census Bureau"
"Single Gunshot",661-63818,10/24/19,0:17:48,"800 blk Gage St, Bakersfield, CA 93305",BakersfieldCA,1,19-226648,BP304,Metro,35.374519,-118.987074,1,range_interpolation,800,"Gage St",,,Bakersfield,CA,"Kern County",93305,US,"TIGER/Line® dataset from the US Census Bureau"
"Single Gunshot",661-63774,10/23/19,21:36:45,"1100 blk Robinson St, Bakersfield, CA 93305",BakersfieldCA,1,19-226567,BP304,Metro,35.378283,-118.984267,1,rooftop,1100,"Robinson St",,,Bakersfield,CA,"Kern County",93305,US,"City of Bakersfield (City of Bakersfield)"
"Probable Gunfire",661-63674,10/23/19,0:32:51,"200 blk Monterey St, Bakersfield, CA 93305",BakersfieldCA,1,19-225875,BP300,Metro,35.383003,-118.999229,1,range_interpolation,200,"Monterey St",,,Bakersfield,CA,"Kern County",93305,US,"TIGER/Line® dataset from the US Census Bureau"
"Probable Gunfire",661-63538,10/22/19,0:34:41,"1300 blk Owens St, Bakersfield, CA 93305",BakersfieldCA,2,19-225127,BP303,Metro,35.381061,-118.986412,1,range_interpolation,1300,"Owens St",,,Bakersfield,CA,"Kern County",93305,US,"TIGER/Line® dataset from the US Census Bureau"
"Single Gunshot",661-63434,10/21/19,4:28:32,"1300 blk Flower St, Bakersfield, CA 93305",BakersfieldCA,1,19-224442,,,35.384104,-118.979989,1,rooftop,1300,"Flower St",,,Bakersfield,CA,"Kern County",93305,US,"Kern (Kern County)"
"Single Gunshot",661-63401,10/20/19,20:59:19,"1300 blk E Truxtun Ave, Bakersfield, CA 93305",BakersfieldCA,1,19-224305,BP325,Metro,35.373408,-118.983774,1,rooftop,1300,"E Truxtun Ave",,,Bakersfield,CA,"Kern County",93305,US,"City of Bakersfield (City of Bakersfield)"
"Single Gunshot",661-63360,10/20/19,4:32:12,"1600 blk Miller St, Bakersfield, CA 93305",BakersfieldCA,1,19-223791,,,35.383114,-118.980648,1,range_interpolation,1600,"Miller St",,,Bakersfield,CA,"Kern County",93305,US,"TIGER/Line® dataset from the US Census Bureau"
"Single Gunshot",661-63316,10/19/19,23:14:19,"300 blk Niles St, Bakersfield, CA 93305",BakersfieldCA,1,19-223634,BP300,Metro,35.384116,-118.997069,1,range_interpolation,300,"Niles St",,,Bakersfield,CA,"Kern County",93305,US,"TIGER/Line® dataset from the US Census Bureau"
"Single Gunshot",661-63309,10/19/19,22:48:18,"700 blk Sumner St, Bakersfield, CA 93305",BakersfieldCA,1,19-223609,BP304,Metro,35.376933,-118.991188,1,rooftop,700,"Sumner St",,,Bakersfield,CA,"Kern County",93305,US,"Kern (Kern County)"
"Probable Gunfire",661-63194,10/19/19,8:52:01,"300 blk 4th St, Bakersfield, CA 93304",BakersfieldCA,1,19-223105,BP234,Metro,35.360913,-119.000727,0.8,range_interpolation,300,"E 4th St",,,Bakersfield,CA,"Kern County",93307,US,"TIGER/Line® dataset from the US Census Bureau"
"Multiple Gunshots",661-63084,10/18/19,17:52:30,"1200 blk Bank St, Bakersfield, CA 93304",BakersfieldCA,4,19-222702,BP232,Metro,35.358132,-119.015471,1,rooftop,1200,"Bank St",,,Bakersfield,CA,"Kern County",93304,US,"City of Bakersfield (City of Bakersfield)"
"Probable Gunfire",661-62892,10/16/19,23:25:15,"300 blk S King St, Bakersfield, CA 93307",BakersfieldCA,1,19-221347,BP322,Metro,35.359505,-118.994115,1,range_interpolation,300,"S King St",,,Bakersfield,CA,"Kern County",93307,US,"TIGER/Line® dataset from the US Census Bureau"
"Probable Gunfire",661-62879,10/16/19,22:43:51,"100 blk S Union Ave, Bakersfield, CA 93307",BakersfieldCA,2,19-221334,BP236,Valley,35.356935,-119.002833,0.95,range_interpolation,100,"Union Ave",,,Bakersfield,CA,"Kern County",93307,US,"TIGER/Line® dataset from the US Census Bureau"
"Single Gunshot",661-62799,10/16/19,2:35:40,"200 blk V St, Bakersfield, CA 93307",BakersfieldCA,1,19-220611,BP235,Metro,35.357596,-119.004916,1,range_interpolation,200,"V St",,,Bakersfield,CA,"Kern County",93304,US,"TIGER/Line® dataset from the US Census Bureau"
"Single Gunshot",661-62774,10/16/19,0:41:15,"1300 blk Quincy St, Bakersfield, CA 93305",BakersfieldCA,1,19-220587,BP303,Metro,35.383134,-118.980406,1,rooftop,1300,"Quincy St",,,Bakersfield,CA,"Kern County",93305,US,"City of Bakersfield (City of Bakersfield)"
"Single Gunshot",661-62763,10/15/19,22:56:47,"900 blk Niles St, Bakersfield, CA 93305",BakersfieldCA,1,19-220547,BP303,Metro,35.381401,-118.987611,1,rooftop,900,"Niles St",,,Bakersfield,CA,"Kern County",93305,US,"City of Bakersfield (City of Bakersfield)"
"Single Gunshot",661-62745,10/15/19,19:41:11,"1200 blk Flower St, Bakersfield, CA 93305",BakersfieldCA,1,19-220458,,,35.384529,-118.981495,1,rooftop,1200,"Flower St",,,Bakersfield,CA,"Kern County",93305,US,"City of Bakersfield (City of Bakersfield)"
"Probable Gunfire",661-62551,10/14/19,13:44:45,"1500 blk Miller St, Bakersfield, CA 93305",BakersfieldCA,1,219484,BP303,Metro,35.382059,-118.981025,1,range_interpolation,1500,"Miller St",,,Bakersfield,CA,"Kern County",93305,US,"TIGER/Line® dataset from the US Census Bureau"
"Single Gunshot",661-62505,10/14/19,2:55:03,"1100 blk Pacific St, Bakersfield, CA 93305",BakersfieldCA,1,19-219159,BP303,Metro,35.382792,-118.983791,1,rooftop,1100,"Pacific St",,,Bakersfield,CA,"Kern County",93305,US,"City of Bakersfield (City of Bakersfield)"
"Single Gunshot",661-62503,10/14/19,2:16:48,"1400 blk 1/2 Flower St, Bakersfield, CA 93305",BakersfieldCA,1,19-219151,,,35.383886,-118.978413,1,rooftop,1400,"Flower St",,,Bakersfield,CA,"Kern County",93305,US,"City of Bakersfield (City of Bakersfield)"
"Multiple Gunshots",661-62460,10/13/19,19:47:47,"1200 blk Dolores St, Bakersfield, CA 93305",BakersfieldCA,3,218998,BP325,Metro,35.369978,-118.986725,1,rooftop,1200,"Dolores St",,,Bakersfield,CA,"Kern County",93305,US,"City of Bakersfield (City of Bakersfield)"
"Multiple Gunshots",661-62403,10/13/19,5:57:33,"1300 blk Flower St, Bakersfield, CA 93305",BakersfieldCA,5,19-218610,,,35.384104,-118.979989,1,rooftop,1300,"Flower St",,,Bakersfield,CA,"Kern County",93305,US,"Kern (Kern County)"
"Probable Gunfire",661-62401,10/13/19,5:38:45,"1300 blk Beale Ave, Bakersfield, CA 93305",BakersfieldCA,1,19-218606,BP303,Metro,35.381729,-118.988116,1,rooftop,1300,"Beale Ave",,,Bakersfield,CA,"Kern County",93305,US,"City of Bakersfield (City of Bakersfield)"
"Multiple Gunshots",661-62366,10/13/19,1:58:26,"1300 blk E Truxtun Ave, Bakersfield, CA 93305",BakersfieldCA,5,19-218553,BP304,Metro,35.373408,-118.983774,1,rooftop,1300,"E Truxtun Ave",,,Bakersfield,CA,"Kern County",93305,US,"City of Bakersfield (City of Bakersfield)"
"Multiple Gunshots",661-62354,10/13/19,1:03:21,"200 blk Donna Ave, Bakersfield, CA 93304",BakersfieldCA,13,19-218524,BP235,Metro,35.357161,-119.006715,1,rooftop,200,"Donna Ave",,,Bakersfield,CA,"Kern County",93304,US,"City of Bakersfield (City of Bakersfield)"
"Multiple Gunshots",661-62329,10/12/19,23:24:55,"1000 blk Pacific St, Bakersfield, CA 93305",BakersfieldCA,5,19-218437,BP303,Metro,35.383235,-118.98531,1,rooftop,1000,"Pacific St",,,Bakersfield,CA,"Kern County",93305,US,"City of Bakersfield (City of Bakersfield)"
"Single Gunshot",661-62243,10/12/19,1:53:25,"900 blk Niles St, Bakersfield, CA 93305",BakersfieldCA,1,19-217782,BP304,Metro,35.381401,-118.987611,1,rooftop,900,"Niles St",,,Bakersfield,CA,"Kern County",93305,US,"City of Bakersfield (City of Bakersfield)"
"Multiple Gunshots",661-62239,10/12/19,1:02:50,"900 blk Q St, Bakersfield, CA 93304",BakersfieldCA,7,19-217762,BP234,Metro,35.365375,-119.010676,1,range_interpolation,900,"Q St",,,Bakersfield,CA,"Kern County",93304,US,"TIGER/Line® dataset from the US Census Bureau"
"Single Gunshot",661-61976,10/9/19,2:34:19,"1100 blk King St, Bakersfield, CA 93305",BakersfieldCA,1,19-215445,BP304,Metro,35.379771,-118.990231,1,range_interpolation,1100,"King St",,,Bakersfield,CA,"Kern County",93305,US,"TIGER/Line® dataset from the US Census Bureau"
"Single Gunshot",661-61924,10/8/19,21:23:23,"600 blk Baker St, Bakersfield, CA 93305",BakersfieldCA,1,19-215324,BP304,Metro,35.37389,-118.994009,1,range_interpolation,600,"Baker St",,,Bakersfield,CA,"Kern County",93305,US,"TIGER/Line® dataset from the US Census Bureau"
"Probable Gunfire",661-61856,10/8/19,0:59:47,"500 blk Monterey St, Bakersfield, CA 93305",BakersfieldCA,2,19-214107,BP300,Metro,35.381766,-118.994238,1,rooftop,500,"Monterey St",,,Bakersfield,CA,"Kern County",93305,US,"Kern (Kern County)"
"Probable Gunfire",661-61841,10/7/19,23:28:31,"200 blk Donna Ave, Bakersfield, CA 93304",BakersfieldCA,1,19-214082,BP235,Metro,35.357161,-119.006715,1,rooftop,200,"Donna Ave",,,Bakersfield,CA,"Kern County",93304,US,"City of Bakersfield (City of Bakersfield)"
"Multiple Gunshots",661-61794,10/7/19,6:15:56,"800 blk E 21st St, Bakersfield, CA 93305",BakersfieldCA,5,19-213457,BP304,Metro,35.37566,-118.991321,1,rooftop,800,"E 21st St",,,Bakersfield,CA,"Kern County",93305,US,"City of Bakersfield (City of Bakersfield)"
"Single Gunshot",661-61773,10/7/19,0:57:13,"300 blk Clyde St, Bakersfield, CA 93307",BakersfieldCA,1,19-213398,BP327,Metro,35.359545,-118.98747,1,range_interpolation,300,"Clyde St",,,Bakersfield,CA,"Kern County",93307,US,"TIGER/Line® dataset from the US Census Bureau"
"Single Gunshot",661-61686,10/6/19,1:51:39,"30 blk Monterey St, Bakersfield, CA 93305",BakersfieldCA,1,19-212783,BP300,Metro,35.383023,-119.002003,1,range_interpolation,30,"Monterey St",,,Bakersfield,CA,"Kern County",93305,US,"TIGER/Line® dataset from the US Census Bureau"
"Single Gunshot",661-61685,10/6/19,1:50:33,"10 blk Monterey St, Bakersfield, CA 93305",BakersfieldCA,1,19-212783,BP300,Metro,35.38307,-119.002115,1,rooftop,10,"Monterey St",,,Bakersfield,CA,"Kern County",93305,US,"City of Bakersfield (City of Bakersfield)"
"Single Gunshot",661-61648,10/5/19,22:58:16,"800 blk Brundage Ln, Bakersfield, CA 93304",BakersfieldCA,1,19-212625,BP236,Valley,35.354034,-119.010596,1,range_interpolation,800,"Brundage Ln",,,Bakersfield,CA,"Kern County",93304,US,"TIGER/Line® dataset from the US Census Bureau"
"Single Gunshot",661-61622,10/5/19,20:01:09,"300 bkl Brundage Ln, Bakersfield, CA 93304",BakersfieldCA,1,19-212483,BP235,Metro,35.354267,-119.005263,1,rooftop,300,"Brundage Ln",,,Bakersfield,CA,"Kern County",93304,US,"City of Bakersfield (City of Bakersfield)"
"Multiple Gunshots",661-61615,10/5/19,19:17:36,"1000 blk E 18th St, Bakersfield, CA 93305",BakersfieldCA,4,19-212458,BP325,Metro,35.375504,-119.013288,0.8,rooftop,1000,"18th St",,,Bakersfield,CA,"Kern County",93301,US,"City of Bakersfield (City of Bakersfield)"
"Multiple Gunshots",661-61572,10/5/19,4:09:24,"1300 blk Quincy St, Bakersfield, CA 93305",BakersfieldCA,4,19-212050,,,35.383134,-118.980406,1,rooftop,1300,"Quincy St",,,Bakersfield,CA,"Kern County",93305,US,"City of Bakersfield (City of Bakersfield)"
"Probable Gunfire",661-61569,10/5/19,3:21:11,"1300 blk Oregon St, Bakersfield, CA 93305",BakersfieldCA,1,212034,BP303,Metro,35.380944,-118.981096,1,rooftop,1300,"Oregon St",,,Bakersfield,CA,"Kern County",93305,US,"City of Bakersfield (City of Bakersfield)"
"Multiple Gunshots",661-61559,10/5/19,2:14:47,"300 blk Niles Pl, Bakersfield, CA 93305",BakersfieldCA,18,19-212007,BP300,Metro,35.382964,-118.997022,1,rooftop,300,"Niles Pl",,,Bakersfield,CA,"Kern County",93305,US,"Kern (Kern County)"
"Single Gunshot",661-61176,10/2/19,3:56:26,"900 blk California Ave, Bakersfield, CA 93304",BakersfieldCA,1,19-209629,BP231,Metro,35.369148,-119.012031,1,rooftop,900,"California Ave",,,Bakersfield,CA,"Kern County",93304,US,"City of Bakersfield (City of Bakersfield)"
"Probable Gunfire",661-61092,10/1/19,4:03:38,"600 blk 8th St, Bakersfield, CA 93304",BakersfieldCA,1,19-208922,BP234,Metro,35.364792,-119.008563,1,rooftop,600,"8th St",,,Bakersfield,CA,"Kern County",93304,US,"Kern (Kern County)"
"Single Gunshot",661-61019,9/30/19,3:18:59,"200 blk Monterey St, Bakersfield, CA 93305",BakersfieldCA,1,19-208183,BP300,Metro,35.383003,-118.999229,1,range_interpolation,200,"Monterey St",,,Bakersfield,CA,"Kern County",93305,US,"TIGER/Line® dataset from the US Census Bureau"
"Multiple Gunshots",661-61004,9/30/19,0:33:39,"1000 blk Monterey St, Bakersfield, CA 93305",BakersfieldCA,3,19-208143,BP304,Metro,35.379939,-118.986522,1,rooftop,1000,"Monterey St",,,Bakersfield,CA,"Kern County",93305,US,"Kern (Kern County)"
"Probable Gunfire",661-61000,9/29/19,22:22:08,"200 blk Monterey St, Bakersfield, CA 93305",BakersfieldCA,1,19-208086,BP300,Metro,35.383003,-118.999229,1,range_interpolation,200,"Monterey St",,,Bakersfield,CA,"Kern County",93305,US,"TIGER/Line® dataset from the US Census Bureau"
"Probable Gunfire",661-60882,9/28/19,23:42:41,"1000 blk Flower St, Bakersfield, CA 93305",BakersfieldCA,1,207436,,,35.38528,-118.984907,1,range_interpolation,1000,"Flower St",,,Bakersfield,CA,"Kern County",93305,US,"TIGER/Line® dataset from the US Census Bureau"
"Single Gunshot",661-60868,9/28/19,21:48:53,"900 blk Q St, Bakersfield, CA 93304",BakersfieldCA,1,19-207343,BP234,Metro,35.365375,-119.010676,1,range_interpolation,900,"Q St",,,Bakersfield,CA,"Kern County",93304,US,"TIGER/Line® dataset from the US Census Bureau"
"Probable Gunfire",661-60866,9/28/19,21:27:09,"600 blk California Ave, Bakersfield, CA 93304",BakersfieldCA,1,19-207330,BP233,Metro,35.36807,-119.008619,0.9,nearest_rooftop_match,601,"California Ave",,,Bakersfield,CA,"Kern County",93304,US,"City of Bakersfield (City of Bakersfield)"
"Probable Gunfire",661-60784,9/27/19,17:45:40,"300 bk Sumner St, Bakersfield, CA 93305",BakersfieldCA,1,19-206370,BP301,Metro,35.380038,-119.002256,1,range_interpolation,300,"Sumner St",,,Bakersfield,CA,"Kern County",93305,US,"TIGER/Line® dataset from the US Census Bureau"
"Multiple Gunshots",661-60566,9/23/19,19:29:09,"300 blk S King St, Bakersfield, CA 93305",BakersfieldCA,7,19.203167,BP326,Metro,35.370355,-118.993593,1,range_interpolation,300,"King St",,,Bakersfield,CA,"Kern County",93305,US,"TIGER/Line® dataset from the US Census Bureau"
"Probable Gunfire",661-60559,9/23/19,11:57:02,"1300 blk E 9th St, Bakersfield, CA 93304",BakersfieldCA,1,19-202839,BP326,Metro,35.365406,-119.016482,1,range_interpolation,1300,"9th St",,,Bakersfield,CA,"Kern County",93304,US,"TIGER/Line® dataset from the US Census Bureau"
"Single Gunshot",661-60520,9/23/19,1:01:54,"300 blk California Ave, Bakersfield, CA 93304",BakersfieldCA,1,19-202533,BP234,Metro,35.368592,-119.006419,1,range_interpolation,300,"California Ave",,,Bakersfield,CA,"Kern County",93304,US,"TIGER/Line® dataset from the US Census Bureau"
"Multiple Gunshots",661-60518,9/23/19,0:53:21,"600 blk Union Ave, Bakersfield, CA 93307",BakersfieldCA,3,19-202532,BP234,Metro,35.363166,-119.002598,1,rooftop,600,"Union Ave",,,Bakersfield,CA,"Kern County",93307,US,"Kern (Kern County)"
"Probable Gunfire",661-60480,9/22/19,19:04:47,"1400 blk Niles St, Bakersfield, CA 93305",BakersfieldCA,1,19-202365,BP306,Metro,35.379612,-118.979944,1,rooftop,1400,"Niles St",,,Bakersfield,CA,"Kern County",93305,US,"City of Bakersfield (City of Bakersfield)"
"Multiple Gunshots",661-60469,9/22/19,12:59:02,"200 blk Donna Ave, Bakersfield, CA 93304",BakersfieldCA,4,19-202143,BP235,Metro,35.357161,-119.006715,1,rooftop,200,"Donna Ave",,,Bakersfield,CA,"Kern County",93304,US,"City of Bakersfield (City of Bakersfield)"
"Multiple Gunshots",661-60446,9/22/19,3:02:19,"1100 blk Potomac Ave, Bakersfield, CA 93307",BakersfieldCA,9,19-201913,BP326,Metro,35.364987,-118.99085,0.9,range_interpolation,1100,"E Potomac Ave",,,Bakersfield,CA,"Kern County",93307,US,"TIGER/Line® dataset from the US Census Bureau"
"Multiple Gunshots",661-60445,9/22/19,3:02:17,"800 blk S Owens St, Bakersfield, CA 93307",BakersfieldCA,11,19-201913,BP326,Metro,35.364987,-118.99085,1,range_interpolation,800,"S Owens St",,,Bakersfield,CA,"Kern County",93307,US,"TIGER/Line® dataset from the US Census Bureau"
"Single Gunshot",661-60403,9/21/19,19:20:10,"500 blk Kentucky St, Bakersfield, CA 93305",BakersfieldCA,1,19201586,BP300,Metro,35.379723,-118.994981,1,rooftop,500,"Kentucky St",,,Bakersfield,CA,"Kern County",93305,US,"City of Bakersfield (City of Bakersfield)"
"Probable Gunfire",661-60380,9/21/19,6:14:08,"800 blk Oregon St, Bakersfield, CA 93305",BakersfieldCA,1,19-201188,BP303,Metro,35.382777,-118.988874,1,rooftop,800,"Oregon St",,,Bakersfield,CA,"Kern County",93305,US,"Kern (Kern County)"
"Single Gunshot",661-60228,9/19/19,4:05:38,"1100 blk King St, Bakersfield, CA 93305",BakersfieldCA,1,19-199433,BP304,Metro,35.379771,-118.990231,1,range_interpolation,1100,"King St",,,Bakersfield,CA,"Kern County",93305,US,"TIGER/Line® dataset from the US Census Bureau"
"Single Gunshot",661-60220,9/19/19,2:22:44,"500 blk Union Ave, Bakersfield, CA 93307",BakersfieldCA,1,19-199407,BP234,Metro,35.362045,-119.002812,1,range_interpolation,500,"Union Ave",,,Bakersfield,CA,"Kern County",93307,US,"TIGER/Line® dataset from the US Census Bureau"
"Probable Gunfire",661-60085,9/17/19,12:37:45,"1200 blk Quincy St, Bakersfield, CA 93305",BakersfieldCA,1,19-198157,,,35.383401,-118.981841,1,rooftop,1200,"Quincy St",,,Bakersfield,CA,"Kern County",93305,US,"Kern (Kern County)"
"Probable Gunfire",661-60053,9/17/19,0:58:58,"700 blk Oregon St, Bakersfield, CA 93305",BakersfieldCA,1,19-197852,BP303,Metro,35.383227,-118.990675,1,range_interpolation,700,"Oregon St",,,Bakersfield,CA,"Kern County",93305,US,"TIGER/Line® dataset from the US Census Bureau"
"Single Gunshot",661-59957,9/15/19,3:01:40,"1200 blk Quincy St, Bakersfield, CA 93305",BakersfieldCA,1,19-196311,,,35.383401,-118.981841,1,rooftop,1200,"Quincy St",,,Bakersfield,CA,"Kern County",93305,US,"Kern (Kern County)"
"Single Gunshot",661-59953,9/15/19,1:48:46,"330 blk Monterey St, Bakersfield, CA 93305",BakersfieldCA,1,19-196271,BP300,Metro,35.382268,-118.996196,1,rooftop,330,"Monterey St",,,Bakersfield,CA,"Kern County",93305,US,"City of Bakersfield (City of Bakersfield)"
"Probable Gunfire",661-59845,9/14/19,5:06:23,"1100 blk Union Ave, Bakersfield, CA 93304",BakersfieldCA,1,19-195424,BP234,Metro,35.36804,-119.002051,1,rooftop,1100,"Union Ave",,,Bakersfield,CA,"Kern County",93307,US,"City of Bakersfield (City of Bakersfield)"
"Probable Gunfire",661-59824,9/14/19,2:14:54,"900 blk E Truxtun Ave, Bakersfield, CA 93305",BakersfieldCA,9,19-195361,BP325,Metro,35.37351,-118.990789,1,range_interpolation,900,"E Truxtun Ave",,,Bakersfield,CA,"Kern County",93305,US,"TIGER/Line® dataset from the US Census Bureau"
"Single Gunshot",661-59793,9/13/19,23:21:59,"300 blk Augusta St, Bakersfield, CA 93307",BakersfieldCA,1,19-195252,BP327,Metro,35.359528,-118.992211,1,rooftop,300,"Augusta St",,,Bakersfield,CA,"Kern County",93307,US,"City of Bakersfield (City of Bakersfield)"
"Probable Gunfire",661-59787,9/13/19,21:30:46,"200 blk Kincaid St, Bakersfield, CA 93307",BakersfieldCA,6,19-195185,BP327,Metro,35.357695,-118.993323,1,rooftop,200,"Kincaid St",,,Bakersfield,CA,"Kern County",93307,US,"City of Bakersfield (City of Bakersfield)"
"Probable Gunfire",661-59727,9/13/19,4:12:24,"100 Espee St, Bakersfield, CA 93301",BakersfieldCA,1,19-194558,BP243,Metro,35.383039,-119.00358,1,rooftop,100,"Espee St",,,Bakersfield,CA,"Kern County",93301,US,"City of Bakersfield (City of Bakersfield)"
"Single Gunshot",661-59663,9/12/19,0:34:57,"1300 blk E 9th St, Bakersfield, CA 93307",BakersfieldCA,1,19-193580,BP326,Metro,35.36597,-118.988249,1,rooftop,1300,"E 9th St",,,Bakersfield,CA,"Kern County",93307,US,"City of Bakersfield (City of Bakersfield)"
"Multiple Gunshots",661-59593,9/11/19,1:05:49,"1200 blk E California Ave, Bakersfield, CA 93307",BakersfieldCA,2,2019-192781,BP326,Metro,35.368623,-118.987502,1,range_interpolation,1200,"E California Ave",,,Bakersfield,CA,"Kern County",93307,US,"TIGER/Line® dataset from the US Census Bureau"
"Probable Gunfire",661-59483,9/8/19,23:13:02,"700 blk Sumner St, Bakersfield, CA 93305",BakersfieldCA,1,19-191120,BP301,Metro,35.376933,-118.991188,1,rooftop,700,"Sumner St",,,Bakersfield,CA,"Kern County",93305,US,"Kern (Kern County)"
