address,city,state,Latitude,Longitude,"Accuracy Score","Accuracy Type",Number,Street,"Unit Type","Unit Number",City,State,County,Zip,Country,Source
"1915 Powell St",Richmond,CA,37.958642,-122.346079,0.86,rooftop,1915,"Powell St",,,"San Pablo",CA,"Contra Costa County",94806,US,"Contra Costa County"
"1949 Powell St",Richmond,CA,37.959113,-122.34605,0.86,rooftop,1949,"Powell St",,,"San Pablo",CA,"Contra Costa County",94806,US,"Contra Costa County"
"3145 Shane Dr",Richmond,CA,37.976139,-122.328636,0.9,rooftop,3145,"Shane Dr",,,"San Pablo",CA,"Contra Costa County",94806,US,"Contra Costa County"
"2205 Hellings Ave",Richmond,CA,37.948334,-122.348214,1,rooftop,2205,"Hellings Ave",,,Richmond,CA,"Contra Costa County",94801,US,"Contra Costa County"
"1956 Powell St",Richmond,CA,37.959112,-122.345478,0.86,rooftop,1956,"Powell St",,,"San Pablo",CA,"Contra Costa County",94806,US,"Contra Costa County"
"1943 Mason St",Richmond,CA,37.958858,-122.345176,0.9,rooftop,1943,"Mason St",,,"San Pablo",CA,"Contra Costa County",94806,US,"Contra Costa County"
"2041 Espanola Dr",Richmond,CA,37.888315,-122.0514,0.7,rooftop,2041,"Doris Ave",,,"Walnut Creek",CA,"Contra Costa County",94596,US,"Contra Costa County"
"605 Lincoln Ave",Richmond,CA,37.946384,-122.363491,1,rooftop,605,"Lincoln Ave",,,Richmond,CA,"Contra Costa County",94801,US,"Contra Costa County"
"561 5th St",Richmond,CA,37.939538,-122.365045,1,rooftop,561,"5th St",,,Richmond,CA,"Contra Costa County",94801,US,"Contra Costa County"
"579 5th St",Richmond,CA,37.939881,-122.365046,1,rooftop,579,"5th St",,,Richmond,CA,"Contra Costa County",94801,US,"Contra Costa County"
"644 11th St",Richmond,CA,37.940835,-122.358747,1,rooftop,644,"11th St",,,Richmond,CA,"Contra Costa County",94801,US,"Contra Costa County"
"1716 Burbeck Ave",Richmond,CA,37.94291,-122.353317,1,rooftop,1716,"Burbeck Ave",,,Richmond,CA,"Contra Costa County",94801,US,"Contra Costa County"
"338 Nevin Ave",Richmond,CA,37.936594,-122.365816,1,rooftop,338,"Nevin Ave",,,Richmond,CA,"Contra Costa County",94801,US,"Contra Costa County"
"2775 20th St",Richmond,CA,37.970481,-122.345613,0.9,rooftop,2775,"20th St",,,"San Pablo",CA,"Contra Costa County",94806,US,"Contra Costa County"
"1900 Broadway",Richmond,CA,37.969496,-122.346459,0.9,rooftop,1900,"Broadway Ave",,,"San Pablo",CA,"Contra Costa County",94806,US,"Contra Costa County"
"2617 17th St",Richmond,CA,37.968721,-122.34927,0.9,rooftop,2617,"17th St",,,"San Pablo",CA,"Contra Costa County",94806,US,"Contra Costa County"
"1750 Garvin Ave",Richmond,CA,37.943605,-122.352604,1,rooftop,1750,"Garvin Ave",,,Richmond,CA,"Contra Costa County",94801,US,"Contra Costa County"
"555 5th St",Richmond,CA,37.939449,-122.365044,1,rooftop,555,"5th St",,,Richmond,CA,"Contra Costa County",94801,US,"Contra Costa County"
"158 5th St",Richmond,CA,37.933531,-122.364431,1,rooftop,158,"5th St",,,Richmond,CA,"Contra Costa County",94801,US,"Contra Costa County"
"2033 20th St",Richmond,CA,37.961425,-122.34907,0.9,rooftop,2033,"20th St",,,"San Pablo",CA,"Contra Costa County",94806,US,"Contra Costa County"
"116 4th S St",Richmond,CA,37.932718,-122.365509,1,range_interpolation,116,"4th St",,,Richmond,CA,"Contra Costa County",94804,US,"TIGER/Line® dataset from the US Census Bureau"
"166 20th S St",Richmond,CA,37.933281,-122.350281,1,range_interpolation,166,"20th St",,,Richmond,CA,"Contra Costa County",94804,US,"TIGER/Line® dataset from the US Census Bureau"
"1330 Contra Costa Ave",Richmond,CA,37.951738,-122.329525,0.9,rooftop,1330,"Contra Costa Ave",,,"San Pablo",CA,"Contra Costa County",94806,US,"Contra Costa County"
"1327 Coalinga Ave",Richmond,CA,37.947631,-122.356505,1,rooftop,1327,"Coalinga Ave",,,Richmond,CA,"Contra Costa County",94801,US,"Contra Costa County"
"2722 18th St",Richmond,CA,37.969853,-122.347154,0.9,rooftop,2722,"18th St",,,"San Pablo",CA,"Contra Costa County",94806,US,"Contra Costa County"
"4634 Overend Ave",Richmond,CA,37.926094,-122.32568,1,rooftop,4634,"Overend Ave",,,Richmond,CA,"Contra Costa County",94804,US,"Contra Costa County"
"4528 Taft Ave",Richmond,CA,37.92685,-122.326393,1,rooftop,4528,"Taft Ave",,,Richmond,CA,"Contra Costa County",94804,US,"Contra Costa County"
"18 Juarez Ct",Richmond,CA,37.980575,-122.346464,0.9,rooftop,18,"Juarez Ct",,,"San Pablo",CA,"Contra Costa County",94806,US,"Contra Costa County"
"3721 Solano Ave",Richmond,CA,37.94294,-122.331485,1,rooftop,3721,"Solano Ave",,,Richmond,CA,"Contra Costa County",94805,US,"Contra Costa County"
"3933 Center Ave",Richmond,CA,37.930394,-122.332026,1,rooftop,3933,"Center Ave",,,Richmond,CA,"Contra Costa County",94804,US,"Contra Costa County"
"555 4th St",Richmond,CA,37.939537,-122.366058,1,rooftop,555,"4th St",,,Richmond,CA,"Contra Costa County",94801,US,"Contra Costa County"
"527 Berk Ave",Richmond,CA,37.92481,-122.331959,1,rooftop,527,"Berk Ave",,,Richmond,CA,"Contra Costa County",94804,US,"Contra Costa County"
"3939 Center Ave",Richmond,CA,37.930395,-122.331872,1,rooftop,3939,"Center Ave",,,Richmond,CA,"Contra Costa County",94804,US,"Contra Costa County"
"5412 Esmond Ave",Richmond,CA,37.946927,-122.324439,1,rooftop,5412,"Esmond Ave",,,Richmond,CA,"Contra Costa County",94805,US,"Contra Costa County"
"1701 Manzanilla Dr",Richmond,CA,37.781345,-121.990549,0.7,nearest_rooftop_match,1702,"Tierra Ct",,,"San Ramon",CA,"Contra Costa County",94583,US,"Contra Costa County"
"2437 Greenwood Dr",Richmond,CA,37.965572,-122.33687,0.9,rooftop,2437,"Greenwood Dr",,,"San Pablo",CA,"Contra Costa County",94806,US,"Contra Costa County"
"3214 Florida Ave",Richmond,CA,37.929267,-122.339153,1,rooftop,3214,"Florida Ave",,,Richmond,CA,"Contra Costa County",94804,US,"Contra Costa County"
"453 20th St",Richmond,CA,37.937953,-122.350829,1,rooftop,453,"20th St",,,Richmond,CA,"Contra Costa County",94801,US,"Contra Costa County"
"661 23rd St",Richmond,CA,37.942086,-122.3478,1,rooftop,661,"23rd St",,,Richmond,CA,"Contra Costa County",94804,US,"Contra Costa County"
"450 20th St",Richmond,CA,37.937819,-122.350233,1,rooftop,450,"20th St",,,Richmond,CA,"Contra Costa County",94801,US,"Contra Costa County"
"HILLTOP Dr",Richmond,CA,37.947523,-122.384032,0.5,place,,,,,Richmond,CA,"Contra Costa County",94801,US,"TIGER/Line® dataset from the US Census Bureau"
"1918 Coalinga Ave",Richmond,CA,37.947187,-122.350697,1,rooftop,1918,"Coalinga Ave",,,Richmond,CA,"Contra Costa County",94801,US,"Contra Costa County"
"1927 Visalia Ave",Richmond,CA,37.946913,-122.350522,1,rooftop,1927,"Visalia Ave",,,Richmond,CA,"Contra Costa County",94801,US,"Contra Costa County"
"100 37th St",Richmond,CA,37.932141,-122.334461,1,range_interpolation,100,"37th St",,,Richmond,CA,"Contra Costa County",94805,US,"TIGER/Line® dataset from the US Census Bureau"
"569 29th St",Richmond,CA,37.938852,-122.340453,1,rooftop,569,"29th St",,,Richmond,CA,"Contra Costa County",94804,US,"Contra Costa County"
"643 19th St",Richmond,CA,37.941543,-122.351771,1,rooftop,643,"19th St",,,Richmond,CA,"Contra Costa County",94801,US,"Contra Costa County"
"4329 Center Ave",Richmond,CA,37.930148,-122.328313,1,rooftop,4329,"Center Ave",,,Richmond,CA,"Contra Costa County",94804,US,"Contra Costa County"
"2595 Duke Ave",Richmond,CA,37.969056,-122.331138,0.9,rooftop,2595,"Duke Ave",,,"San Pablo",CA,"Contra Costa County",94806,US,"Contra Costa County"
"3609 Mc Bryde Ave",Richmond,CA,37.947284,-122.332619,1,rooftop,3609,"McBryde Ave",,,Richmond,CA,"Contra Costa County",94805,US,"Contra Costa County"
"2497 Greenwood Ct",Richmond,CA,37.967676,-122.336318,0.9,rooftop,2497,"Greenwood Ct",,,"San Pablo",CA,"Contra Costa County",94806,US,"Contra Costa County"
"2221 Dunn Ave",Richmond,CA,37.949114,-122.348064,1,rooftop,2221,"Dunn Ave",,,Richmond,CA,"Contra Costa County",94801,US,"Contra Costa County"
"1998 Powell St",Richmond,CA,37.95993,-122.345282,0.86,rooftop,1998,"Powell St",,,"San Pablo",CA,"Contra Costa County",94806,US,"Contra Costa County"
"3081 Rollingwood Dr",Richmond,CA,37.823008,-121.918514,0.7,nearest_rooftop_match,3082,"Deer Meadow Dr",,,Danville,CA,"Contra Costa County",94506,US,"Contra Costa County"
"3232 Humphrey Ave",Richmond,CA,37.948297,-122.335916,1,rooftop,3232,"Humphrey Ave",,,Richmond,CA,"Contra Costa County",94804,US,"Contra Costa County"
"2893 Del Camino",Richmond,CA,37.971296,-122.342785,0.9,rooftop,2893,"Del Camino Dr",,,"San Pablo",CA,"Contra Costa County",94806,US,"Contra Costa County"
"2763 20th St",Richmond,CA,37.970268,-122.345693,0.9,rooftop,2763,"20th St",,,"San Pablo",CA,"Contra Costa County",94806,US,"Contra Costa County"
"2830 21st St 10",Richmond,CA,37.97124,-122.343642,0.9,rooftop,2830,"21st St",,,"San Pablo",CA,"Contra Costa County",94806,US,"Contra Costa County"
"433 19th S St",Richmond,CA,37.937058,-122.351653,1,range_interpolation,433,"19th St",,,Richmond,CA,"Contra Costa County",94804,US,"TIGER/Line® dataset from the US Census Bureau"
"6106 Plymouth Ave",Richmond,CA,37.946719,-122.317565,1,rooftop,6106,"Plymouth Ave",,,Richmond,CA,"Contra Costa County",94805,US,"Contra Costa County"
"2886 Lowell Ave",Richmond,CA,37.949004,-122.339,1,rooftop,2886,"Lowell Ave",,,Richmond,CA,"Contra Costa County",94804,US,"Contra Costa County"
"1327 Esmond Ave",Richmond,CA,37.945504,-122.356815,1,rooftop,1327,"Esmond Ave",,,Richmond,CA,"Contra Costa County",94801,US,"Contra Costa County"
"1345 50th S St",Richmond,CA,37.913106,-122.327741,0.9,rooftop,1345,"S 50th St",,,Richmond,CA,"Contra Costa County",94804,US,"Contra Costa County"
"2817 Florida Ave",Richmond,CA,37.929715,-122.342403,1,rooftop,2817,"Florida Ave",,,Richmond,CA,"Contra Costa County",94804,US,"Contra Costa County"
"3120 Nevin Ave",Richmond,CA,37.93544,-122.338767,1,rooftop,3120,"Nevin Ave",,,Richmond,CA,"Contra Costa County",94804,US,"Contra Costa County"
"1900 Potrero Ave",Richmond,CA,37.923736,-122.351404,1,rooftop,1900,"Potrero Ave",,,Richmond,CA,"Contra Costa County",94804,US,"Contra Costa County"
"2021 Market Ave 226",Richmond,CA,37.957583,-122.350072,0.9,rooftop,2021,"Market Ave",,,"San Pablo",CA,"Contra Costa County",94806,US,"Contra Costa County"
"2002 Nevin Ave",Richmond,CA,37.936652,-122.350352,1,rooftop,2002,"Nevin Ave",,,Richmond,CA,"Contra Costa County",94801,US,"Contra Costa County"
"SAN Pablo Ave",Richmond,CA,37.945297,-122.329957,1,street_center,,"San Pablo Ave",,,Richmond,CA,"Contra Costa County",94805,US,"TIGER/Line® dataset from the US Census Bureau"
"1310 51st S St",Richmond,CA,37.912775,-122.325803,1,rooftop,1310,"S 51st St",,,Richmond,CA,"Contra Costa County",94804,US,"Contra Costa County"
"1613 Market Ave",Richmond,CA,37.958426,-122.353522,0.9,rooftop,1613,"Market Ave",,,"San Pablo",CA,"Contra Costa County",94806,US,"Contra Costa County"
"16 12th St",Richmond,CA,37.931741,-122.357782,1,rooftop,16,"12th St",,,Richmond,CA,"Contra Costa County",94801,US,"Contra Costa County"
"2830 18th St",Richmond,CA,37.971469,-122.346508,0.9,rooftop,2830,"18th St",,,"San Pablo",CA,"Contra Costa County",94806,US,"Contra Costa County"
"529 21st St",Richmond,CA,37.939095,-122.349829,1,rooftop,529,"21st St",,,Richmond,CA,"Contra Costa County",94801,US,"Contra Costa County"
"2325 Foothill Ave",Richmond,CA,37.924174,-122.346984,1,rooftop,2325,"Foothill Ave",,,Richmond,CA,"Contra Costa County",94804,US,"Contra Costa County"
"2847 13th St",Richmond,CA,37.973137,-122.350996,0.9,rooftop,2847,"13th St",,,"San Pablo",CA,"Contra Costa County",94806,US,"Contra Costa County"
"2411 Glenlock St",Richmond,CA,37.964797,-122.326329,0.9,rooftop,2411,"Glenlock St",,,"San Pablo",CA,"Contra Costa County",94806,US,"Contra Costa County"
"1133 17th St",Richmond,CA,37.950572,-122.353992,0.9,rooftop,1133,"17th St",,,"San Pablo",CA,"Contra Costa County",94806,US,"Contra Costa County"
"3239 Andrade Ave",Richmond,CA,37.948023,-122.335789,1,rooftop,3239,"Andrade Ave",,,Richmond,CA,"Contra Costa County",94804,US,"Contra Costa County"
"3233 Andrade Ave",Richmond,CA,37.948022,-122.335962,1,rooftop,3233,"Andrade Ave",,,Richmond,CA,"Contra Costa County",94804,US,"Contra Costa County"
"5342 Potrero Ave",Richmond,CA,37.920688,-122.318798,0.9,rooftop,5342,"Potrero Ave",,,"El Cerrito",CA,"Contra Costa County",94530,US,"Contra Costa County"
"726 40th St",Richmond,CA,37.94168,-122.329459,1,rooftop,726,"40th St",,,Richmond,CA,"Contra Costa County",94805,US,"Contra Costa County"
"2875 13th St",Richmond,CA,37.973624,-122.350862,0.9,rooftop,2875,"13th St",,,"San Pablo",CA,"Contra Costa County",94806,US,"Contra Costa County"
"2401 University Ave",Richmond,CA,37.960688,-122.345599,0.9,rooftop,2401,"University Ave",,,"San Pablo",CA,"Contra Costa County",94806,US,"Contra Costa County"
"626 Alamo Ave",Richmond,CA,37.953193,-122.362649,1,rooftop,626,"Alamo Ave",,,Richmond,CA,"Contra Costa County",94801,US,"Contra Costa County"
"2783 16th St",Richmond,CA,37.971653,-122.348752,0.9,rooftop,2783,"16th St",,,"San Pablo",CA,"Contra Costa County",94806,US,"Contra Costa County"
"1516 Broadway",Richmond,CA,37.971944,-122.348865,0.9,rooftop,1516,"Broadway Ave",,,"San Pablo",CA,"Contra Costa County",94806,US,"Contra Costa County"
"1927 Miner Ave",Richmond,CA,37.976183,-122.343401,0.9,rooftop,1927,"Miner Ave",,,"San Pablo",CA,"Contra Costa County",94806,US,"Contra Costa County"
"651 39th St",Richmond,CA,37.939674,-122.331363,1,rooftop,651,"39th St",,,Richmond,CA,"Contra Costa County",94805,US,"Contra Costa County"
"2116 Broadway",Richmond,CA,37.968177,-122.345386,0.9,rooftop,2116,"Broadway Ave",,,"San Pablo",CA,"Contra Costa County",94806,US,"Contra Costa County"
"704 Wilson Ave",Richmond,CA,37.940804,-122.328331,1,rooftop,704,"Wilson Ave",,,Richmond,CA,"Contra Costa County",94805,US,"Contra Costa County"
"325 Sanford Ave",Richmond,CA,37.952198,-122.36625,1,rooftop,325,"Sanford Ave",,,Richmond,CA,"Contra Costa County",94801,US,"Contra Costa County"
"2998 Arundel Way",Richmond,CA,37.964399,-122.326629,0.9,rooftop,2998,"Arundel Way",,,"San Pablo",CA,"Contra Costa County",94806,US,"Contra Costa County"
"3072 Baywood Ln",Richmond,CA,37.965808,-122.326135,0.9,rooftop,3072,"Baywood Ln",,,"San Pablo",CA,"Contra Costa County",94806,US,"Contra Costa County"
"5103 Panama Ave",Richmond,CA,37.904106,-122.315738,1,rooftop,5103,"Panama Ave",,,Richmond,CA,"Contra Costa County",94804,US,"Contra Costa County"
"227 37th S St",Richmond,CA,37.933329,-122.334506,1,range_interpolation,227,"37th St",,,Richmond,CA,"Contra Costa County",94805,US,"TIGER/Line® dataset from the US Census Bureau"
"2480 Glenlock St",Richmond,CA,37.966578,-122.327104,0.9,rooftop,2480,"Glenlock St",,,"San Pablo",CA,"Contra Costa County",94806,US,"Contra Costa County"
"2421 Glenlock St",Richmond,CA,37.965134,-122.326532,0.9,rooftop,2421,"Glenlock St",,,"San Pablo",CA,"Contra Costa County",94806,US,"Contra Costa County"
"1620 Manor Dr",Richmond,CA,37.962121,-122.352292,0.9,rooftop,1620,"Manor Dr",,,"San Pablo",CA,"Contra Costa County",94806,US,"Contra Costa County"
"1600 Manor Dr",Richmond,CA,37.962203,-122.352637,0.9,rooftop,1600,"Manor Dr",,,"San Pablo",CA,"Contra Costa County",94806,US,"Contra Costa County"
"1630 Manor Dr",Richmond,CA,37.96208,-122.35212,0.9,rooftop,1630,"Manor Dr",,,"San Pablo",CA,"Contra Costa County",94806,US,"Contra Costa County"
"3614 Solano Ave",Richmond,CA,37.942699,-122.332761,1,rooftop,3614,"Solano Ave",,,Richmond,CA,"Contra Costa County",94805,US,"Contra Costa County"
"2830 21st St 24",Richmond,CA,37.97124,-122.343642,0.9,rooftop,2830,"21st St",,,"San Pablo",CA,"Contra Costa County",94806,US,"Contra Costa County"
"12630 San Pablo Ave",Richmond,CA,37.942708,-122.328176,1,rooftop,12630,"San Pablo Ave",,,Richmond,CA,"Contra Costa County",94805,US,"Contra Costa County"
"1864 23rd St",Richmond,CA,37.957967,-122.346843,0.9,rooftop,1864,"23rd St",,,"San Pablo",CA,"Contra Costa County",94806,US,"Contra Costa County"
"731 Lucas Ave",Richmond,CA,37.944653,-122.362006,1,rooftop,731,"Lucas Ave",,,Richmond,CA,"Contra Costa County",94801,US,"Contra Costa County"
"2048 21st St",Richmond,CA,37.961259,-122.347708,0.9,rooftop,2048,"21st St",,,"San Pablo",CA,"Contra Costa County",94806,US,"Contra Costa County"
"1621 Rheem Ave",Richmond,CA,37.949824,-122.354166,1,rooftop,1621,"Rheem Ave",,,Richmond,CA,"Contra Costa County",94801,US,"Contra Costa County"
"2441 Glenlock St",Richmond,CA,37.965563,-122.326877,0.9,rooftop,2441,"Glenlock St",,,"San Pablo",CA,"Contra Costa County",94806,US,"Contra Costa County"
"1345 21st St",Richmond,CA,37.953541,-122.349545,0.9,rooftop,1345,"21st St",,,"San Pablo",CA,"Contra Costa County",94806,US,"Contra Costa County"
"2011 Emeric Ave",Richmond,CA,37.954424,-122.349916,0.9,rooftop,2011,"Emeric Ave",,,"San Pablo",CA,"Contra Costa County",94806,US,"Contra Costa County"
"1817 Pine Ave",Richmond,CA,37.955199,-122.351478,0.9,rooftop,1817,"Pine Ave",,,"San Pablo",CA,"Contra Costa County",94806,US,"Contra Costa County"
"828 Kern St",Richmond,CA,37.946246,-122.323051,1,rooftop,828,"Kern St",,,Richmond,CA,"Contra Costa County",94805,US,"Contra Costa County"
"2822 Jo Ann Dr",Richmond,CA,37.971442,-122.325552,0.9,rooftop,2822,"Jo Ann Dr",,,"San Pablo",CA,"Contra Costa County",94806,US,"Contra Costa County"
"3106 Andrade Ave",Richmond,CA,37.947552,-122.336917,1,rooftop,3106,"Andrade Ave",,,Richmond,CA,"Contra Costa County",94804,US,"Contra Costa County"
"2011 Market Ave 327",Richmond,CA,37.957859,-122.350366,0.9,rooftop,2011,"Market Ave",,,"San Pablo",CA,"Contra Costa County",94806,US,"Contra Costa County"
"1400 Carlson Blvd",Richmond,CA,37.912634,-122.319988,1,rooftop,1400,"Carlson Blvd",,,Richmond,CA,"Contra Costa County",94804,US,"Contra Costa County"
"2830 Jo Ann Dr",Richmond,CA,37.971697,-122.325561,0.9,rooftop,2830,"Jo Ann Dr",,,"San Pablo",CA,"Contra Costa County",94806,US,"Contra Costa County"
"2207 Emeric Ave",Richmond,CA,37.954422,-122.348132,0.9,rooftop,2207,"Emeric Ave",,,"San Pablo",CA,"Contra Costa County",94806,US,"Contra Costa County"
"149 19th S St",Richmond,CA,37.933259,-122.351542,1,range_interpolation,149,"19th St",,,Richmond,CA,"Contra Costa County",94801,US,"TIGER/Line® dataset from the US Census Bureau"
"2742 Barnard St",Richmond,CA,37.971095,-122.325021,0.9,rooftop,2742,"Barnard St",,,"San Pablo",CA,"Contra Costa County",94806,US,"Contra Costa County"
"2489 Greenwood Ct",Richmond,CA,37.967337,-122.336913,0.9,rooftop,2489,"Greenwood Ct",,,"San Pablo",CA,"Contra Costa County",94806,US,"Contra Costa County"
"121 22nd S St",Richmond,CA,37.932282,-122.347471,1,range_interpolation,121,"22nd St",,,Richmond,CA,"Contra Costa County",94804,US,"TIGER/Line® dataset from the US Census Bureau"
"324 9th S St",Richmond,CA,37.935973,-122.360756,1,range_interpolation,324,"9th St",,,Richmond,CA,"Contra Costa County",94804,US,"TIGER/Line® dataset from the US Census Bureau"
"536 28th S St",Richmond,CA,37.938165,-122.341175,1,range_interpolation,536,"28th St",,,Richmond,CA,"Contra Costa County",94804,US,"TIGER/Line® dataset from the US Census Bureau"
"2815 Cutting Blvd",Richmond,CA,37.925466,-122.342408,1,rooftop,2815,"Cutting Blvd",,,Richmond,CA,"Contra Costa County",94804,US,"Contra Costa County"
"634 5th St",Richmond,CA,37.941003,-122.364352,1,rooftop,634,"5th St",,,Richmond,CA,"Contra Costa County",94801,US,"Contra Costa County"
"1509 Rumrill Blvd",Richmond,CA,37.955018,-122.357259,0.9,rooftop,1509,"Rumrill Blvd",,,"San Pablo",CA,"Contra Costa County",94806,US,"Contra Costa County"
"446 18th S St",Richmond,CA,37.937997,-122.352358,1,range_interpolation,446,"18th St",,,Richmond,CA,"Contra Costa County",94801,US,"TIGER/Line® dataset from the US Census Bureau"
"1428 Victoria S Ct",Richmond,CA,37.951229,-122.354781,0.8,rooftop,1428,"S Victoria Ct",,,"San Pablo",CA,"Contra Costa County",94806,US,"Contra Costa County"
"11 15th St",Richmond,CA,37.931632,-122.355486,1,rooftop,11,"15th St",,,Richmond,CA,"Contra Costa County",94801,US,"Contra Costa County"
"1707 Pennslyvania Ave",Richmond,CA,37.942325,-122.352705,1,rooftop,1707,"Pennsylvania Ave",,,Richmond,CA,"Contra Costa County",94801,US,"Contra Costa County"
"3833 Ohio Ave",Richmond,CA,37.931116,-122.333045,1,rooftop,3833,"Ohio Ave",,,Richmond,CA,"Contra Costa County",94804,US,"Contra Costa County"
"331 42nd S St",Richmond,CA,37.933867,-122.330042,1,rooftop,331,"42nd St",,,Richmond,CA,"Contra Costa County",94805,US,"Contra Costa County"
"351-355 42nd S St",Richmond,CA,37.933803,-122.329943,0.9,nearest_rooftop_match,351,"42nd St",,,Richmond,CA,"Contra Costa County",94805,US,"TIGER/Line® dataset from the US Census Bureau"
"117 Berk Pl",Richmond,CA,37.924334,-122.332241,1,rooftop,117,"Berk Pl",,,Richmond,CA,"Contra Costa County",94804,US,"Contra Costa County"
"5223 Ernest Ave",Richmond,CA,37.923216,-122.31988,0.9,rooftop,5223,"Ernest Ave",,,"El Cerrito",CA,"Contra Costa County",94530,US,"Contra Costa County"
"5209 Ernest Ave",Richmond,CA,37.9232,-122.320463,0.9,rooftop,5209,"Ernest Ave",,,"El Cerrito",CA,"Contra Costa County",94530,US,"Contra Costa County"
"1171-1175 23rd St",Richmond,CA,37.950743,-122.347808,0.9,nearest_rooftop_match,1171,"23rd St",,,Richmond,CA,"Contra Costa County",94804,US,"Contra Costa County"
"301 23rd S St",Richmond,CA,37.935868,-122.347547,1,range_interpolation,301,"23rd St",,,Richmond,CA,"Contra Costa County",94804,US,"TIGER/Line® dataset from the US Census Bureau"
"252 17th St",Richmond,CA,37.935054,-122.353021,1,rooftop,252,"17th St",,,Richmond,CA,"Contra Costa County",94801,US,"Contra Costa County"
"245-247 17th St",Richmond,CA,37.934917,-122.353586,0.9,nearest_rooftop_match,245,"17th St",,,Richmond,CA,"Contra Costa County",94801,US,"Contra Costa County"
"167 Berk Pl",Richmond,CA,37.92434,-122.333424,1,rooftop,167,"Berk Pl",,,Richmond,CA,"Contra Costa County",94804,US,"Contra Costa County"
"FOOTHILL Ave",Richmond,CA,37.924192,-122.346139,1,street_center,,"Foothill Ave",,,Richmond,CA,"Contra Costa County",94804,US,"TIGER/Line® dataset from the US Census Bureau"
"2625 Barnard Rd",Richmond,CA,37.967738,-122.324887,0.9,rooftop,2625,"Barnard Rd",,,"San Pablo",CA,"Contra Costa County",94806,US,"Contra Costa County"
"2112 Emeric Ave",Richmond,CA,37.953944,-122.348919,0.9,rooftop,2112,"Emeric Ave",,,"San Pablo",CA,"Contra Costa County",94806,US,"Contra Costa County"
"CHURCH Ln",Richmond,CA,37.947523,-122.384032,0.5,place,,,,,Richmond,CA,"Contra Costa County",94801,US,"TIGER/Line® dataset from the US Census Bureau"
"2101 California Ave",Richmond,CA,37.953613,-122.34921,0.9,rooftop,2101,"California Ave",,,"San Pablo",CA,"Contra Costa County",94806,US,"Contra Costa County"
"1769 Rheem Ave",Richmond,CA,37.949822,-122.352254,1,rooftop,1769,"Rheem Ave",,,Richmond,CA,"Contra Costa County",94801,US,"Contra Costa County"
"633 18th St",Richmond,CA,37.94121,-122.352761,1,rooftop,633,"18th St",,,Richmond,CA,"Contra Costa County",94801,US,"Contra Costa County"
"2711 Moyers Rd",Richmond,CA,37.969982,-122.326699,0.9,rooftop,2711,"Moyers Rd",,,"San Pablo",CA,"Contra Costa County",94806,US,"Contra Costa County"
"2033 22nd St",Richmond,CA,37.96096,-122.347384,0.9,rooftop,2033,"22nd St",,,"San Pablo",CA,"Contra Costa County",94806,US,"Contra Costa County"
"2786 15th St",Richmond,CA,37.971391,-122.349174,0.9,rooftop,2786,"15th St",,,"San Pablo",CA,"Contra Costa County",94806,US,"Contra Costa County"
"2933 Mc Bryde Ave",Richmond,CA,37.947278,-122.338048,1,rooftop,2933,"McBryde Ave",,,Richmond,CA,"Contra Costa County",94804,US,"Contra Costa County"
"3363 San Pablo Dam Rd",Richmond,CA,37.963133,-122.325061,0.8,rooftop,3363,"San Pablo Dam Rd",,,"San Pablo",CA,"Contra Costa County",94803,US,"Contra Costa County"
"2327-2329 San Joaquin St",Richmond,CA,37.904776,-122.314129,0.9,nearest_rooftop_match,2327,"San Joaquin St",,,Richmond,CA,"Contra Costa County",94804,US,"Contra Costa County"
"305 5th S St",Richmond,CA,37.996159,-121.709743,0.9,rooftop,305,"5th St",,,Oakley,CA,"Contra Costa County",94561,US,"Contra Costa County"
"2955 Devon Way",Richmond,CA,37.965789,-122.32918,0.9,rooftop,2955,"Devon Way",,,"San Pablo",CA,"Contra Costa County",94806,US,"Contra Costa County"
"2431 Dover Ave",Richmond,CA,37.958248,-122.344344,0.9,rooftop,2431,"Dover Ave",,,"San Pablo",CA,"Contra Costa County",94806,US,"Contra Costa County"
"2951 15th St",Richmond,CA,37.974368,-122.348675,0.9,rooftop,2951,"15th St",,,"San Pablo",CA,"Contra Costa County",94806,US,"Contra Costa County"
"1776 Road 20",Richmond,CA,37.963564,-122.350364,0.7,rooftop,1776,"Rd 20",,,"San Pablo",CA,"Contra Costa County",94806,US,"Contra Costa County"
"1318 John Ave",Richmond,CA,37.978307,-122.348042,0.9,rooftop,1318,"John Ave",,,"San Pablo",CA,"Contra Costa County",94806,US,"Contra Costa County"
"1625 Truman St",Richmond,CA,37.956713,-122.366306,1,rooftop,1625,"Truman St",,,Richmond,CA,"Contra Costa County",94801,US,"Contra Costa County"
"435 Barrett Ave",Richmond,CA,37.938667,-122.364851,1,rooftop,435,"Barrett Ave",,,Richmond,CA,"Contra Costa County",94801,US,"Contra Costa County"
"537 5th St",Richmond,CA,37.93912,-122.365043,1,rooftop,537,"5th St",,,Richmond,CA,"Contra Costa County",94801,US,"Contra Costa County"
"2746 21st St",Richmond,CA,37.969929,-122.344377,0.9,rooftop,2746,"21st St",,,"San Pablo",CA,"Contra Costa County",94806,US,"Contra Costa County"
"358 Spring St",Richmond,CA,37.926969,-122.341746,1,rooftop,358,"Spring St",,,Richmond,CA,"Contra Costa County",94804,US,"Contra Costa County"
