address,city,state,Latitude,Longitude,"Accuracy Score","Accuracy Type",Number,Street,"Unit Type","Unit Number",City,State,County,Zip,Country,Source
"266 7th S St",Richmond,CA,37.934855,-122.362644,1,range_interpolation,266,"7th St",,,Richmond,CA,"Contra Costa County",94804,US,"TIGER/Line® dataset from the US Census Bureau"
"711 El Centro Rd",Richmond,CA,37.97444,-122.312676,0.9,rooftop,711,"El Centro Rd",,,"El Sobrante",CA,"Contra Costa County",94803,US,"Contra Costa County"
"445 2nd St",Richmond,CA,37.937558,-122.367978,1,rooftop,445,"2nd St",,,Richmond,CA,"Contra Costa County",94801,US,"Contra Costa County"
"2851 Salesian Ave",Richmond,CA,37.952924,-122.339168,1,rooftop,2851,"Salesian Ave",,,Richmond,CA,"Contra Costa County",94804,US,"Contra Costa County"
"5334 Clinton Ave",Richmond,CA,37.941614,-122.322592,1,rooftop,5334,"Clinton Ave",,,Richmond,CA,"Contra Costa County",94805,US,"Contra Costa County"
"5301 Clinton Ave",Richmond,CA,37.941897,-122.323283,1,rooftop,5301,"Clinton Ave",,,Richmond,CA,"Contra Costa County",94805,US,"Contra Costa County"
"1002 15th St",Richmond,CA,37.94763,-122.355384,1,rooftop,1002,"15th St",,,Richmond,CA,"Contra Costa County",94801,US,"Contra Costa County"
"170 21st St",Richmond,CA,37.933584,-122.349275,1,rooftop,170,"21st St",,,Richmond,CA,"Contra Costa County",94801,US,"Contra Costa County"
"1340 Sanford Ave",Richmond,CA,37.950816,-122.35613,0.9,rooftop,1340,"Sanford Ave",,,"San Pablo",CA,"Contra Costa County",94806,US,"Contra Costa County"
"1345 Sanford Ave",Richmond,CA,37.951226,-122.355986,0.9,rooftop,1345,"Sanford Ave",,,"San Pablo",CA,"Contra Costa County",94806,US,"Contra Costa County"
"1315 Chanslor Ave",Richmond,CA,37.932704,-122.356767,1,rooftop,1315,"Chanslor Ave",,,Richmond,CA,"Contra Costa County",94801,US,"Contra Costa County"
"700 El Centro Rd",Richmond,CA,37.974306,-122.312085,0.9,rooftop,700,"El Centro Rd",,,"El Sobrante",CA,"Contra Costa County",94803,US,"Contra Costa County"
"615-623 32nd S St",Richmond,CA,37.939188,-122.337765,0.9,nearest_rooftop_match,615,"32nd St",,,Richmond,CA,"Contra Costa County",94804,US,"TIGER/Line® dataset from the US Census Bureau"
"27 17th St",Richmond,CA,37.932011,-122.353581,1,rooftop,27,"17th St",,,Richmond,CA,"Contra Costa County",94801,US,"Contra Costa County"
"165 22nd St",Richmond,CA,37.933408,-122.348898,1,rooftop,165,"22nd St",,,Richmond,CA,"Contra Costa County",94801,US,"Contra Costa County"
"2812 18th St",Richmond,CA,37.971239,-122.346595,0.9,rooftop,2812,"18th St",,,"San Pablo",CA,"Contra Costa County",94806,US,"Contra Costa County"
"2411 Lincoln Ave",Richmond,CA,37.946574,-122.344999,1,rooftop,2411,"Lincoln Ave",,,Richmond,CA,"Contra Costa County",94804,US,"Contra Costa County"
"2555 Church Ln",Richmond,CA,37.961655,-122.337061,0.9,rooftop,2555,"Church Ln",,,"San Pablo",CA,"Contra Costa County",94806,US,"Contra Costa County"
"1910-1919 Bissell Ave",Richmond,CA,37.933847,-122.351043,0.9,nearest_rooftop_match,1910,"Bissell Ave",,,Richmond,CA,"Contra Costa County",94801,US,"Contra Costa County"
"6040 Arlington Blvd",Richmond,CA,37.947529,-122.319892,1,rooftop,6040,"Arlington Blvd",,,Richmond,CA,"Contra Costa County",94805,US,"Contra Costa County"
"12951 San Pablo Ave",Richmond,CA,37.947936,-122.331479,1,rooftop,12951,"San Pablo Ave",,,Richmond,CA,"Contra Costa County",94805,US,"Contra Costa County"
"ANDRADE Ave",Richmond,CA,37.947931,-122.340038,1,street_center,,"Andrade Ave",,,Richmond,CA,"Contra Costa County",94804,US,"TIGER/Line® dataset from the US Census Bureau"
"3518 Lowell Ave",Richmond,CA,37.949014,-122.333201,1,rooftop,3518,"Lowell Ave",,,Richmond,CA,"Contra Costa County",94804,US,"Contra Costa County"
"2518 21st St",Richmond,CA,37.966736,-122.346028,0.9,rooftop,2518,"21st St",,,"San Pablo",CA,"Contra Costa County",94806,US,"Contra Costa County"
"1011-1013 Mc Laughlin St",Richmond,CA,37.947807,-122.33017,0.9,nearest_rooftop_match,1011,"Mc Laughlin St",,,Richmond,CA,"Contra Costa County",94805,US,"Contra Costa County"
"1757 Gaynor Ave",Richmond,CA,37.944766,-122.352428,1,rooftop,1757,"Gaynor Ave",,,Richmond,CA,"Contra Costa County",94801,US,"Contra Costa County"
"3503 Maricopa Ave",Richmond,CA,37.95083,-122.333551,1,rooftop,3503,"Maricopa Ave",,,Richmond,CA,"Contra Costa County",94804,US,"Contra Costa County"
"424 41st St",Richmond,CA,37.934998,-122.330139,1,rooftop,424,"41st St",,,Richmond,CA,"Contra Costa County",94805,US,"Contra Costa County"
"5200 Riverside Ave",Richmond,CA,37.952287,-122.330634,0.9,rooftop,5200,"Riverside Ave",,,"San Pablo",CA,"Contra Costa County",94806,US,"Contra Costa County"
"1000 Macdonald Ave",Richmond,CA,37.935261,-122.35947,1,rooftop,1000,"Macdonald Ave",,,Richmond,CA,"Contra Costa County",94801,US,"Contra Costa County"
"437 19th S St",Richmond,CA,37.937084,-122.351655,1,range_interpolation,437,"19th St",,,Richmond,CA,"Contra Costa County",94804,US,"TIGER/Line® dataset from the US Census Bureau"
"526 42nd St",Richmond,CA,37.936438,-122.328928,1,rooftop,526,"42nd St",,,Richmond,CA,"Contra Costa County",94805,US,"Contra Costa County"
"3020 Nevin Ave",Richmond,CA,37.935565,-122.339664,1,rooftop,3020,"Nevin Ave",,,Richmond,CA,"Contra Costa County",94804,US,"Contra Costa County"
"3021 Nevin Ave",Richmond,CA,37.935994,-122.339568,1,rooftop,3021,"Nevin Ave",,,Richmond,CA,"Contra Costa County",94804,US,"Contra Costa County"
"223 Chanslor Ave",Richmond,CA,37.932693,-122.367127,1,rooftop,223,"Chanslor Ave",,,Richmond,CA,"Contra Costa County",94801,US,"Contra Costa County"
"919 45th S St",Richmond,CA,37.919667,-122.328995,0.9,rooftop,919,"S 45th St",,,Richmond,CA,"Contra Costa County",94804,US,"Contra Costa County"
"915 Cutting W Blvd",Richmond,CA,37.92537,-122.360926,1,range_interpolation,915,"Cutting Blvd",,,Richmond,CA,"Contra Costa County",94804,US,"TIGER/Line® dataset from the US Census Bureau"
"1600 Pennsylvania Ave",Richmond,CA,37.94187,-122.354248,1,rooftop,1600,"Pennsylvania Ave",,,Richmond,CA,"Contra Costa County",94801,US,"Contra Costa County"
"1629 Hellings Ave",Richmond,CA,37.948341,-122.353995,1,rooftop,1629,"Hellings Ave",,,Richmond,CA,"Contra Costa County",94801,US,"Contra Costa County"
"1536 Dunn Ave",Richmond,CA,37.948614,-122.354664,1,rooftop,1536,"Dunn Ave",,,Richmond,CA,"Contra Costa County",94801,US,"Contra Costa County"
"4701-4727 Hartnett Ave",Richmond,CA,37.917601,-122.325484,0.9,nearest_rooftop_match,4701,"Hartnett Ave",,,Richmond,CA,"Contra Costa County",94804,US,"Contra Costa County"
"2500 Road 20",Richmond,CA,37.966731,-122.34693,0.9,rooftop,2500,"20th St",,,"San Pablo",CA,"Contra Costa County",94806,US,"Contra Costa County"
"1412 Chanslor Ave",Richmond,CA,37.932233,-122.355746,1,rooftop,1412,"Chanslor Ave",,,Richmond,CA,"Contra Costa County",94801,US,"Contra Costa County"
"1901 California Ave",Richmond,CA,37.953616,-122.351174,0.9,rooftop,1901,"California Ave",,,"San Pablo",CA,"Contra Costa County",94806,US,"Contra Costa County"
"2405 Hoffman Blvd",Richmond,CA,37.922856,-122.346509,1,rooftop,2405,"Hoffman Blvd",,,Richmond,CA,"Contra Costa County",94804,US,"Contra Costa County"
"611-615 23rd St",Richmond,CA,37.940785,-122.347917,0.9,nearest_rooftop_match,615,"23rd St",,,Richmond,CA,"Contra Costa County",94804,US,"Contra Costa County"
"505 21st S St",Richmond,CA,37.938523,-122.349681,1,range_interpolation,505,"21st St",,,Richmond,CA,"Contra Costa County",94804,US,"TIGER/Line® dataset from the US Census Bureau"
"1438 Victoria S Ct",Richmond,CA,37.951253,-122.354594,0.8,rooftop,1438,"S Victoria Ct",,,"San Pablo",CA,"Contra Costa County",94806,US,"Contra Costa County"
"725 41st S St",Richmond,CA,37.922223,-122.330956,0.9,rooftop,725,"S 41st St",,,Richmond,CA,"Contra Costa County",94804,US,"Contra Costa County"
"247 Civic Center St",Richmond,CA,37.934803,-122.344968,1,rooftop,247,"Civic Center St",,,Richmond,CA,"Contra Costa County",94804,US,"Contra Costa County"
"5321 Clinton Ave",Richmond,CA,37.94192,-122.323133,1,rooftop,5321,"Clinton Ave",,,Richmond,CA,"Contra Costa County",94805,US,"Contra Costa County"
"1606 Garvin Ave",Richmond,CA,37.943607,-122.354425,1,rooftop,1606,"Garvin Ave",,,Richmond,CA,"Contra Costa County",94801,US,"Contra Costa County"
"2901 Lowell Ave",Richmond,CA,37.949415,-122.338651,1,rooftop,2901,"Lowell Ave",,,Richmond,CA,"Contra Costa County",94804,US,"Contra Costa County"
"552 Carlson Blvd",Richmond,CA,37.924503,-122.336691,1,rooftop,552,"Carlson Blvd",,,Richmond,CA,"Contra Costa County",94804,US,"Contra Costa County"
"3322-3330 Cutting Blvd",Richmond,CA,37.924835,-122.336667,0.9,nearest_rooftop_match,3322,"Cutting Blvd",,,Richmond,CA,"Contra Costa County",94804,US,"Contra Costa County"
"3116 Florida Ave",Richmond,CA,37.929268,-122.339893,1,rooftop,3116,"Florida Ave",,,Richmond,CA,"Contra Costa County",94804,US,"Contra Costa County"
"112 Sanford Ave",Richmond,CA,37.951732,-122.371123,1,rooftop,112,"Sanford Ave",,,Richmond,CA,"Contra Costa County",94801,US,"Contra Costa County"
"605 9th St",Richmond,CA,37.940482,-122.361127,1,rooftop,605,"9th St",,,Richmond,CA,"Contra Costa County",94801,US,"Contra Costa County"
"623 9th St",Richmond,CA,37.940773,-122.361127,1,rooftop,623,"9th St",,,Richmond,CA,"Contra Costa County",94801,US,"Contra Costa County"
"607 9th St",Richmond,CA,37.940552,-122.361127,1,rooftop,607,"9th St",,,Richmond,CA,"Contra Costa County",94801,US,"Contra Costa County"
"421 Duboce Ave",Richmond,CA,37.952884,-122.365503,1,rooftop,421,"Duboce Ave",,,Richmond,CA,"Contra Costa County",94801,US,"Contra Costa County"
"570 Spring St",Richmond,CA,37.924071,-122.338054,1,rooftop,570,"Spring St",,,Richmond,CA,"Contra Costa County",94804,US,"Contra Costa County"
"2601 Lincoln Ave",Richmond,CA,37.946581,-122.343007,1,rooftop,2601,"Lincoln Ave",,,Richmond,CA,"Contra Costa County",94804,US,"Contra Costa County"
"427 Maine Ave",Richmond,CA,37.928263,-122.365306,1,rooftop,427,"Maine Ave",,,Richmond,CA,"Contra Costa County",94804,US,"Contra Costa County"
"327 9th S St",Richmond,CA,37.935996,-122.361056,1,range_interpolation,327,"9th St",,,Richmond,CA,"Contra Costa County",94804,US,"TIGER/Line® dataset from the US Census Bureau"
"3201 Center Ave",Richmond,CA,37.930372,-122.339495,1,rooftop,3201,"Center Ave",,,Richmond,CA,"Contra Costa County",94804,US,"Contra Costa County"
"4312 Potrero Ave",Richmond,CA,37.920661,-122.328843,1,rooftop,4312,"Potrero Ave",,,Richmond,CA,"Contra Costa County",94804,US,"Contra Costa County"
"319 16th S St",Richmond,CA,37.927609,-122.354285,0.9,rooftop,319,"S 16th St",,,Richmond,CA,"Contra Costa County",94804,US,"Contra Costa County"
"425 26th S St",Richmond,CA,37.926035,-122.344989,0.9,rooftop,425,"S 26th St",,,Richmond,CA,"Contra Costa County",94804,US,"Contra Costa County"
"1454 Rumrill Blvd",Richmond,CA,37.954511,-122.356604,0.9,rooftop,1454,"Rumrill Blvd",,,"San Pablo",CA,"Contra Costa County",94806,US,"Contra Costa County"
"433 26th S St",Richmond,CA,37.925846,-122.344989,0.9,rooftop,433,"S 26th St",,,Richmond,CA,"Contra Costa County",94804,US,"Contra Costa County"
"1610 Sutter Ave",Richmond,CA,37.95638,-122.353224,0.9,rooftop,1610,"Sutter Ave",,,"San Pablo",CA,"Contra Costa County",94806,US,"Contra Costa County"
"COLUSA Ave",Richmond,CA,37.908302,-122.316861,1,street_center,,"Colusa Ave",,,Richmond,CA,"Contra Costa County",94804,US,"TIGER/Line® dataset from the US Census Bureau"
"4000 Bissell Ave",Richmond,CA,37.932015,-122.331801,1,rooftop,4000,"Bissell Ave",,,Richmond,CA,"Contra Costa County",94805,US,"Contra Costa County"
"2729 Grant Ave",Richmond,CA,37.941716,-122.340788,1,rooftop,2729,"Grant Ave",,,Richmond,CA,"Contra Costa County",94804,US,"Contra Costa County"
"525 31st S St",Richmond,CA,37.937664,-122.338978,1,range_interpolation,525,"31st St",,,Richmond,CA,"Contra Costa County",94804,US,"TIGER/Line® dataset from the US Census Bureau"
"1902 Esmond Ave",Richmond,CA,37.945047,-122.35104,1,rooftop,1902,"Esmond Ave",,,Richmond,CA,"Contra Costa County",94801,US,"Contra Costa County"
"240 Duboce Ave",Richmond,CA,37.952472,-122.367827,1,rooftop,240,"Duboce Ave",,,Richmond,CA,"Contra Costa County",94801,US,"Contra Costa County"
"637 19th St",Richmond,CA,37.941338,-122.351771,1,rooftop,637,"19th St",,,Richmond,CA,"Contra Costa County",94801,US,"Contra Costa County"
"13041 San Pablo Ave",Richmond,CA,37.950048,-122.332486,1,rooftop,13041,"San Pablo Ave",,,Richmond,CA,"Contra Costa County",94805,US,"Contra Costa County"
"3009 Groom Dr",Richmond,CA,37.826905,-121.917505,0.7,rooftop,3009,"Deer Meadow Dr",,,Danville,CA,"Contra Costa County",94506,US,"Contra Costa County"
"517 Maine Ave",Richmond,CA,37.92826,-122.364472,1,rooftop,517,"Maine Ave",,,Richmond,CA,"Contra Costa County",94804,US,"Contra Costa County"
"2947 Devon Way",Richmond,CA,37.965652,-122.329484,0.9,rooftop,2947,"Devon Way",,,"San Pablo",CA,"Contra Costa County",94806,US,"Contra Costa County"
"1700 Gaynor Ave",Richmond,CA,37.94432,-122.353656,1,rooftop,1700,"Gaynor Ave",,,Richmond,CA,"Contra Costa County",94801,US,"Contra Costa County"
"545 29th S St",Richmond,CA,37.938224,-122.340596,1,range_interpolation,545,"29th St",,,Richmond,CA,"Contra Costa County",94804,US,"TIGER/Line® dataset from the US Census Bureau"
"2806 Rollingwood Dr",Richmond,CA,37.996615,-122.316136,0.7,nearest_rooftop_match,2807,"Tara Hills Dr",,,"San Pablo",CA,"Contra Costa County",94806,US,"Contra Costa County"
"3621 Andrade Ave",Richmond,CA,37.94795,-122.332375,1,rooftop,3621,"Andrade Ave",,,Richmond,CA,"Contra Costa County",94804,US,"Contra Costa County"
"34 13th St",Richmond,CA,37.932009,-122.356831,1,rooftop,34,"13th St",,,Richmond,CA,"Contra Costa County",94801,US,"Contra Costa County"
"315 Maine Ave",Richmond,CA,37.928267,-122.366488,1,rooftop,315,"Maine Ave",,,Richmond,CA,"Contra Costa County",94804,US,"Contra Costa County"
"1831 Gaynor Ave",Richmond,CA,37.944765,-122.3513,1,rooftop,1831,"Gaynor Ave",,,Richmond,CA,"Contra Costa County",94801,US,"Contra Costa County"
"1803 Gaynor Ave",Richmond,CA,37.944693,-122.351867,1,rooftop,1803,"Gaynor Ave",,,Richmond,CA,"Contra Costa County",94801,US,"Contra Costa County"
"2712 Shane Dr",Richmond,CA,37.969013,-122.334208,0.9,rooftop,2712,"Shane Dr",,,"San Pablo",CA,"Contra Costa County",94806,US,"Contra Costa County"
"621 21st St",Richmond,CA,37.9407,-122.349807,1,rooftop,621,"21st St",,,Richmond,CA,"Contra Costa County",94801,US,"Contra Costa County"
"1807 Emeric Ave",Richmond,CA,37.954424,-122.351711,0.9,rooftop,1807,"Emeric Ave",,,"San Pablo",CA,"Contra Costa County",94806,US,"Contra Costa County"
"305 Chanslor Ave",Richmond,CA,37.932694,-122.366496,1,rooftop,305,"Chanslor Ave",,,Richmond,CA,"Contra Costa County",94801,US,"Contra Costa County"
"1413 Post Ave",Richmond,CA,37.957828,-122.355398,0.9,rooftop,1413,"Post Ave",,,"San Pablo",CA,"Contra Costa County",94806,US,"Contra Costa County"
"940 Hensley St",Richmond,CA,37.944823,-122.368456,1,rooftop,940,"Hensley St",,,Richmond,CA,"Contra Costa County",94801,US,"Contra Costa County"
"820 29th St",Richmond,CA,37.944062,-122.338624,1,rooftop,820,"29th St",,,Richmond,CA,"Contra Costa County",94804,US,"Contra Costa County"
"660 Marina S Way",Richmond,CA,37.928412,-122.39427,1,range_interpolation,660,"Marine St",,,Richmond,CA,"Contra Costa County",94801,US,"TIGER/Line® dataset from the US Census Bureau"
"521 18th St",Richmond,CA,37.938885,-122.352794,1,rooftop,521,"18th St",,,Richmond,CA,"Contra Costa County",94801,US,"Contra Costa County"
"1250 Victoria W Ct",Richmond,CA,37.951929,-122.354832,0.8,rooftop,1250,"W Victoria Ct",,,"San Pablo",CA,"Contra Costa County",94806,US,"Contra Costa County"
"2956 Rollingwood Dr",Richmond,CA,37.829216,-121.914375,0.7,nearest_rooftop_match,2957,"Deer Meadow Dr",,,Danville,CA,"Contra Costa County",94506,US,"Contra Costa County"
"644 18th St",Richmond,CA,37.941613,-122.352162,1,rooftop,644,"18th St",,,Richmond,CA,"Contra Costa County",94801,US,"Contra Costa County"
"148 Marina S Way",Richmond,CA,37.930331,-122.392192,1,range_interpolation,148,"Marine St",,,Richmond,CA,"Contra Costa County",94801,US,"TIGER/Line® dataset from the US Census Bureau"
"2234 Macdonald Ave",Richmond,CA,37.935467,-122.347955,1,rooftop,2234,"Macdonald Ave",,,Richmond,CA,"Contra Costa County",94801,US,"Contra Costa County"
"648 3rd St",Richmond,CA,37.941313,-122.36641,1,rooftop,648,"3rd St",,,Richmond,CA,"Contra Costa County",94801,US,"Contra Costa County"
"520 Ripley Ave",Richmond,CA,37.940138,-122.364153,1,rooftop,520,"Ripley Ave",,,Richmond,CA,"Contra Costa County",94801,US,"Contra Costa County"
"1528 Virginia Ave",Richmond,CA,37.926448,-122.35428,1,rooftop,1528,"Virginia Ave",,,Richmond,CA,"Contra Costa County",94804,US,"Contra Costa County"
"3018 Shane Dr",Richmond,CA,37.972229,-122.330938,0.9,rooftop,3018,"Shane Dr",,,"San Pablo",CA,"Contra Costa County",94806,US,"Contra Costa County"
"640 3rd St",Richmond,CA,37.941102,-122.366409,1,rooftop,640,"3rd St",,,Richmond,CA,"Contra Costa County",94801,US,"Contra Costa County"
"1919 Garvin Ave",Richmond,CA,37.944046,-122.350695,1,rooftop,1919,"Garvin Ave",,,Richmond,CA,"Contra Costa County",94801,US,"Contra Costa County"
"1735 Wood Pl",Richmond,CA,37.942485,-122.353233,1,rooftop,1735,"Wood Pl",,,Richmond,CA,"Contra Costa County",94801,US,"Contra Costa County"
"11100 San Pablo Ave",Richmond,CA,37.918714,-122.313111,0.9,rooftop,11100,"San Pablo Ave",,,"El Cerrito",CA,"Contra Costa County",94530,US,"Contra Costa County"
"762 38th St",Richmond,CA,37.943259,-122.330782,1,rooftop,762,"38th St",,,Richmond,CA,"Contra Costa County",94805,US,"Contra Costa County"
"1910 Potrero Ave",Richmond,CA,37.923735,-122.351218,1,rooftop,1910,"Potrero Ave",,,Richmond,CA,"Contra Costa County",94804,US,"Contra Costa County"
"19TH S St",Richmond,CA,37.93718,-122.351362,1,street_center,,"19th St",,,Richmond,CA,"Contra Costa County",94801,US,"TIGER/Line® dataset from the US Census Bureau"
"131 3rd St",Richmond,CA,37.933092,-122.366965,1,rooftop,131,"3rd St",,,Richmond,CA,"Contra Costa County",94801,US,"Contra Costa County"
"539 19th S St",Richmond,CA,37.939047,-122.351657,1,range_interpolation,539,"19th St",,,Richmond,CA,"Contra Costa County",94804,US,"TIGER/Line® dataset from the US Census Bureau"
"2037 Ohio Ave",Richmond,CA,37.931,-122.349476,1,rooftop,2037,"Ohio Ave",,,Richmond,CA,"Contra Costa County",94804,US,"Contra Costa County"
"3074 Shane Dr",Richmond,CA,37.973647,-122.329061,0.9,rooftop,3074,"Shane Dr",,,"San Pablo",CA,"Contra Costa County",94806,US,"Contra Costa County"
"2823 Center Ave",Richmond,CA,37.930407,-122.34222,1,rooftop,2823,"Center Ave",,,Richmond,CA,"Contra Costa County",94804,US,"Contra Costa County"
"169 29th S St",Richmond,CA,37.933006,-122.341903,1,range_interpolation,169,"29th St",,,Richmond,CA,"Contra Costa County",94804,US,"TIGER/Line® dataset from the US Census Bureau"
"1301 York St",Richmond,CA,37.952094,-122.369129,1,rooftop,1301,"York St",,,Richmond,CA,"Contra Costa County",94801,US,"Contra Costa County"
"539 15th S St",Richmond,CA,37.924216,-122.355104,0.9,rooftop,539,"S 15th St",,,Richmond,CA,"Contra Costa County",94804,US,"Contra Costa County"
"12955 San Pablo Ave",Richmond,CA,37.948067,-122.331909,1,rooftop,12955,"San Pablo Ave",,,Richmond,CA,"Contra Costa County",94805,US,"Contra Costa County"
"1160 Rumrill Blvd",Richmond,CA,37.950884,-122.356783,0.9,rooftop,1160,"Rumrill Blvd",,,"San Pablo",CA,"Contra Costa County",94806,US,"Contra Costa County"
"1029-1035 Macdonald Ave",Richmond,CA,37.935969,-122.3592,0.9,nearest_rooftop_match,1029,"Macdonald Ave",,,Richmond,CA,"Contra Costa County",94801,US,"Contra Costa County"
"401 Sanford Ave",Richmond,CA,37.952198,-122.365972,1,rooftop,401,"Sanford Ave",,,Richmond,CA,"Contra Costa County",94801,US,"Contra Costa County"
"600-606 26th St",Richmond,CA,37.939609,-122.342596,0.9,nearest_rooftop_match,600,"26th St",,,Richmond,CA,"Contra Costa County",94804,US,"Contra Costa County"
"525 17th St",Richmond,CA,37.938954,-122.35378,1,rooftop,525,"17th St",,,Richmond,CA,"Contra Costa County",94801,US,"Contra Costa County"
"1255 Battery St",Richmond,CA,37.951731,-122.370866,1,rooftop,1255,"Battery St",,,Richmond,CA,"Contra Costa County",94801,US,"Contra Costa County"
"786 8th St",Richmond,CA,37.94421,-122.361575,1,rooftop,786,"8th St",,,Richmond,CA,"Contra Costa County",94801,US,"Contra Costa County"
